id,population
575,233.0
576,4212.0
579,6080.0
580,12.0
582,388.0
583,416.0
589,418.0
590,938.0
593,91.0
601,62.0
602,176.0
604,108.0
609,2239.0
610,1201.0
612,122.0
613,958.0
615,2329.0
618,86.0
621,296.0
622,109.0
623,115.0
625,330.0
626,762.0
630,31535.0
631,35.0
633,583.0
636,470.0
637,681.0
640,243.0
641,194.0
643,442.0
648,178.0
649,5003.0
650,760.0
651,1093.0
653,1912.0
654,77.0
655,275.0
656,376.0
662,557.0
663,239.0
665,190.0
670,7100.0
672,8050.0
673,361.0
674,938.0
677,374.0
678,755.0
680,151.0
681,6130.0
685,577.0
686,3201.0
687,332.0
688,96.0
689,721.0
692,87.0
697,282.0
701,442.0
702,414.0
703,191.0
709,813.0
712,354.0
715,378.0
717,510.0
719,280.0
720,94.0
724,3598.0
725,164.0
726,668.0
727,2117.0
729,402.0
730,264.0
732,496.0
733,218.0
735,161.0
736,5937.0
739,88.0
743,68.0
744,568.0
746,61.0
748,674.0
752,102.0
753,194.0
755,669.0
759,166.0
760,312.0
761,976.0
762,671.0
764,474.0
765,829.0
766,255.0
767,2693.0
768,83.0
769,251.0
770,563.0
771,262.0
776,4163.0
778,556.0
786,246.0
788,229.0
789,131.0
791,471.0
792,817.0
794,590.0
802,688.0
803,4376.0
805,3976.0
807,556.0
808,145.0
809,7831.0
810,190.0
811,220.0
827,35840.0
834,76238.0
838,5105.0
840,5575.0
848,50876.0
849,
853,10873.0
856,3363.0
859,48571.0
863,5015.0
867,236123.0
872,10817.0
880,4097.0
883,3311.0
884,
888,11825.0
894,226.0
904,17378.0
907,696.0
908,4885.0
913,31797.0
914,16631.0
915,65870.0
916,25536.0
922,22489.0
924,1314.0
927,1922.0
929,208453.0
931,226721.0
932,7532.0
936,65275.0
944,662.0
945,5053.0
947,
951,444.0
960,1950.0
961,28068.0
968,
974,5476.0
983,1426.0
985,34961.0
986,43482.0
990,439041.0
992,1837.0
1004,20837.0
1010,7247.0
1012,12820.0
1013,3083.0
1016,913.0
1018,15301.0
1021,154065.0
1023,1445632.0
1026,2387.0
1034,39843.0
1035,38822.0
1036,3677.0
1037,26361.0
1050,9566.0
1051,25259.0
1056,
1063,217385.0
1066,10031.0
1072,10660.0
1073,43888.0
1075,5590.0
1077,14287.0
1081,1961.0
1095,2837.0
1096,117517.0
1101,4112.0
1104,161719.0
1105,4865.0
1109,6545.0
1110,1380.0
1123,520116.0
1137,2882.0
1143,6363.0
1147,3757.0
1148,3023.0
1153,353.0
1154,9655.0
1161,666.0
1163,93064.0
1164,209.0
1165,2901.0
1166,124.0
1168,5419.0
1169,283.0
1170,392.0
1171,984.0
1172,758.0
1173,98.0
1174,723.0
1176,117.0
1177,10714.0
1178,
1179,4723.0
1180,1082.0
1181,3016.0
1182,170.0
1183,2199.0
1184,2038.0
1186,488.0
1187,2897.0
1188,124.0
1189,4649.0
1190,173.0
1191,10248.0
1192,487.0
1193,1801.0
1194,966.0
1195,100.0
1196,7315.0
1197,107.0
1198,26461.0
1200,441.0
1201,145.0
1202,30681.0
1203,35301.0
1204,439.0
1205,5356.0
1207,315.0
1208,105.0
1209,347.0
1211,262.0
1212,662.0
1214,315.0
1216,124.0
1217,
1218,15620.0
1221,2131.0
1222,3990.0
1223,759.0
1224,628.0
1225,367.0
1227,3188.0
1228,1642.0
1229,16688.0
1230,275.0
1231,1950.0
1232,191.0
1233,23776.0
1235,555.0
1236,79.0
1237,1545.0
1238,494.0
1239,12183.0
1242,1279.0
1243,2214.0
1244,343.0
1245,171.0
1246,342.0
1248,
1249,1729.0
1250,1394.0
1252,9515.0
1254,2494.0
1256,4671.0
1257,651.0
1258,159.0
1259,287.0
1260,1664.0
1261,371.0
1262,9178.0
1263,2602.0
1264,1012.0
1267,378.0
1268,244.0
1269,58908.0
1271,3377.0
1272,970.0
1273,649.0
1274,382.0
1275,96.0
1276,479.0
1277,5507.0
1278,452.0
1280,382.0
1281,2409.0
1282,4745.0
1283,100.0
1284,1699.0
1285,116.0
1286,279.0
1287,223.0
1290,6594.0
1291,2316.0
1292,1717.0
1293,619.0
1295,
1296,1318.0
1297,1133.0
1298,301.0
1299,1378.0
1300,4706.0
1301,876.0
1302,410.0
1303,2414.0
1306,427.0
1307,112.0
1308,636.0
1309,18884.0
1310,2648.0
1311,1535.0
1312,368.0
1313,518.0
1314,2825.0
1315,338.0
1316,351.0
1317,2269.0
1318,2073.0
1319,432.0
1320,133.0
1321,2338.0
1323,5974.0
1324,73580.0
1327,223.0
1328,1355.0
1329,4300.0
1330,1011.0
1331,
1332,86209.0
1333,859.0
1334,175.0
1337,198.0
1339,176.0
1340,201.0
1341,502.0
1342,242.0
1343,284.0
1344,2078.0
1345,405.0
1346,3158.0
1348,28.0
1349,691.0
1350,160.0
1351,188.0
1352,2228.0
1353,1071.0
1354,3548.0
1355,837.0
1356,449.0
1357,554.0
1358,2325.0
1359,4706.0
1360,2761.0
1361,1259.0
1362,209.0
1363,8952.0
1365,225.0
1366,386.0
1367,86.0
1369,2212.0
1370,708.0
1371,812.0
1373,2857.0
1374,1324.0
1375,772.0
1376,254.0
1377,2288.0
1378,12943.0
1379,642.0
1380,519.0
1382,413.0
1383,375.0
1384,150.0
1385,1468.0
1386,7165.0
1387,450.0
1389,830.0
1390,272.0
1391,120.0
1392,621.0
1395,61.0
1397,602.0
1398,10095.0
1399,1044.0
1400,2184.0
1402,35193.0
1404,173.0
1405,2780.0
1406,1441.0
1407,284.0
1408,557.0
1409,105.0
1410,635.0
1411,2346.0
1412,597.0
1413,677.0
1414,212.0
1415,28364.0
1416,466.0
1419,39.0
1420,3354.0
1421,576.0
1422,67263.0
1423,2019.0
1424,
1425,759.0
1426,1648.0
1427,256.0
1429,447.0
1431,287.0
1432,731.0
1433,458.0
1435,
1437,741.0
1439,2575.0
1440,1605.0
1441,2289.0
1442,1993.0
1443,271.0
1444,501.0
1445,1893.0
1446,441.0
1447,255.0
1448,1280.0
1449,286.0
1450,2249.0
1452,193524.0
1453,739.0
1454,1039.0
1455,4245.0
1456,94.0
1457,164.0
1458,7327.0
1459,1178.0
1460,288.0
1469,769.0
1470,847.0
1471,202.0
1473,11577.0
1474,10318.0
1475,977.0
1476,3342.0
1477,1139.0
1478,4115.0
1480,12345.0
1481,2566.0
1482,1111.0
1483,1355.0
1484,1186.0
1485,17163.0
1486,2234.0
1487,426.0
1489,1848.0
1490,5737.0
1491,302.0
1492,325.0
1494,1084.0
1495,1208.0
1496,109.0
1498,1501.0
1499,9467.0
1500,354.0
1502,216.0
1503,6767.0
1505,631.0
1506,12448.0
1507,770.0
1508,2748.0
1509,1076.0
1510,414.0
1511,145.0
1512,1655.0
1513,1641.0
1514,4627.0
1516,1176.0
1519,7879.0
1521,511.0
1522,378.0
1523,844.0
1525,62304.0
1526,369.0
1529,232.0
1530,180.0
1531,260.0
1532,194.0
1533,147.0
1534,1281.0
1535,169.0
1537,7757.0
1538,670.0
1539,85.0
1540,3684.0
1541,681.0
1542,601.0
1543,26113.0
1544,3532.0
1545,277.0
1546,1105.0
1548,452.0
1549,135.0
1550,4794.0
1552,270.0
1553,270.0
1554,1460.0
1555,3849.0
1556,112.0
1557,49083.0
1558,238.0
1560,608.0
1561,349.0
1562,826.0
1563,6608.0
1564,222.0
1565,437.0
1566,430.0
1567,2838.0
1568,72.0
1569,290.0
1570,4380.0
1571,305.0
1572,3296.0
1573,221.0
1574,762.0
1575,202.0
1576,470.0
1577,118.0
1579,1977.0
1580,1297.0
1582,456.0
1583,1344.0
1585,114.0
1586,55964.0
1589,482.0
1590,261.0
1591,61.0
1592,216.0
1593,27920.0
1595,1635.0
1599,224.0
1600,22858.0
1601,152.0
1603,4603.0
1604,84.0
1605,29523.0
1606,291.0
1607,181.0
1608,15039.0
1609,1865.0
1610,78.0
1612,427.0
1613,69797.0
1614,1693.0
1615,
1617,891.0
1618,302.0
1619,558.0
1620,9326.0
1621,572.0
1622,149.0
1623,456.0
1624,1101.0
1626,604.0
1629,798.0
1630,566.0
1631,29919.0
1632,407.0
1633,225.0
1636,518.0
1637,7243.0
1638,1862.0
1641,180.0
1642,615.0
1644,762.0
1645,170.0
1646,183.0
1647,22791.0
1648,87.0
1650,3815.0
1651,337.0
1652,255.0
1653,61.0
1654,1372.0
1655,3618.0
1656,4890.0
1657,4067.0
1658,6003.0
1659,180.0
1660,211.0
1661,716.0
1664,384.0
1665,2317.0
1666,26245.0
1667,185.0
1668,355.0
1669,92.0
1670,5526.0
1671,754.0
1672,273.0
1674,75.0
1675,152.0
1676,511.0
1677,550.0
1678,903.0
1679,374.0
1680,167.0
1681,391.0
1682,192.0
1685,860.0
1686,2114.0
1687,8367.0
1688,1204.0
7962,
1692,31765.0
1694,20330.0
1698,73812.0
1700,18539.0
1703,83089.0
1704,47823.0
1714,2827.0
1716,
1718,336265.0
1720,9932.0
1721,3836.0
1724,102372.0
1726,69135.0
1729,56364.0
1730,17231.0
1734,17252.0
1735,16522.0
1737,19304.0
1740,28310.0
1741,6914.0
1742,28168.0
1744,13330.0
1745,3728.0
1746,15505.0
1748,46361.0
1750,347483.0
1751,75390.0
1755,29603.0
1756,22639.0
1760,36877.0
1763,35477.0
1765,76616.0
1766,42072.0
1767,25835.0
1768,2068.0
1771,26997.0
1774,112580.0
1778,34109.0
1781,5019.0
1784,1707.0
1789,3879.0
1793,1253.0
1795,20817.0
1815,24953.0
1816,39282.0
1817,51481.0
1819,4282.0
1824,4828.0
1825,80530.0
1827,103340.0
1829,28806.0
1836,23058.0
1837,38572.0
1838,
1841,7879.0
1842,7705.0
1843,5155.0
1849,65201.0
1853,39349.0
1861,9918.0
1863,105328.0
1868,13040.0
1869,91714.0
1879,
1887,45417.0
1888,49041.0
1895,86187.0
1897,77983.0
1898,74799.0
1899,18720.0
1901,243916.0
1903,83301.0
1904,34926.0
1907,10897.0
1909,15250.0
1914,8618.0
1915,95631.0
1917,40704.0
1918,13380.0
1923,1963.0
1928,52154.0
1930,5971.0
1933,96455.0
1934,122067.0
1936,24813.0
1937,7663.0
1938,152374.0
1939,18912.0
1941,9253.0
1942,109960.0
1943,7265.0
1948,47796.0
1950,
1959,
1960,58302.0
1964,47802.0
1965,
1966,33351.0
1967,42039.0
1970,65622.0
1971,53041.0
1975,4161.0
1984,25938.0
1987,55544.0
1990,21453.0
1992,18351.0
1996,939.0
1997,4950.0
2000,111772.0
2003,21321.0
2004,46036.0
2007,1650.0
2026,99478.0
2027,42598.0
2028,23549.0
2034,153015.0
2037,113475.0
2041,16654.0
2044,10080.0
2046,59518.0
2047,7132.0
2048,143911.0
2050,737.0
2052,27191.0
2053,10334.0
2054,7441.0
2055,105321.0
2060,10588.0
2064,1371.0
2067,15002.0
2068,7549.0
2073,72203.0
2074,196069.0
2082,7273.0
2085,839.0
2086,11926.0
2089,55313.0
2090,5570.0
2094,214089.0
2097,494665.0
2100,135161.0
2103,23647.0
2105,58829.0
2107,170883.0
2114,48821.0
2115,191719.0
2116,50073.0
2120,29888.0
2121,8187.0
2125,12040.0
2129,12860.0
2135,3991.0
2139,6584.0
2143,13156.0
2144,7080.0
2147,5520.0
2149,11324.0
2152,53967.0
2158,14254.0
2159,84293.0
2161,144186.0
2162,11254.0
2164,78657.0
2166,24060.0
2168,19506.0
2169,90173.0
2174,53104.0
2178,34928.0
2179,5939.0
2190,6640.0
2191,189992.0
2192,58114.0
2193,6754.0
2197,14758.0
2198,26324.0
2202,4958.0
2203,76036.0
2205,219.0
2206,109673.0
2210,7918.0
2211,212375.0
2214,804.0
2216,4651.0
2236,13544.0
2241,
2243,11382.0
2249,
2250,23893.0
2251,22723.0
2252,30344.0
2253,62979.0
2256,60239.0
2263,51821.0
2264,77264.0
2273,4753.0
2279,80048.0
2280,57065.0
2281,48527.0
2284,156633.0
2285,15568.0
2288,39816.0
2289,37467.0
2290,11926.0
2292,18023.0
2294,31063.0
2296,32769.0
2303,25320.0
2304,24531.0
2311,42819.0
2315,11768.0
2320,8392.0
2321,80968.0
2322,13058.0
2325,62134.0
2328,23261.0
2331,20256.0
2333,42434.0
2337,462257.0
2339,6430.0
2340,11449.0
2342,28976.0
2344,3792621.0
2345,35972.0
2347,29413.0
2353,769.0
2356,69772.0
2365,61416.0
2370,12645.0
2371,8234.0
2373,35135.0
2375,67096.0
2377,1154.0
2378,19718.0
2384,35824.0
2385,12072.0
2388,27395.0
2394,11014.0
2395,77519.0
2396,32026.0
2398,78958.0
2406,21532.0
2407,13903.0
2409,66790.0
2414,93305.0
2416,201165.0
2421,36590.0
2423,1443.0
2425,36664.0
2426,62500.0
2428,27810.0
2429,60269.0
2434,34421.0
2435,16016.0
2436,193365.0
2437,37882.0
2439,10234.0
2448,74066.0
2453,3394.0
2456,103466.0
2458,76915.0
2459,
2460,4844.0
2461,
2462,42573.0
2466,10224.0
2468,85186.0
2475,27063.0
2485,105549.0
2486,51904.0
2489,20675.0
2493,390724.0
2494,35432.0
2502,167086.0
2505,7461.0
2510,163924.0
2512,136416.0
2513,9078.0
2517,17643.0
2518,7291.0
2520,15546.0
2521,197899.0
2523,37234.0
2524,15041.0
2528,152750.0
2529,48445.0
2530,44552.0
2531,64403.0
2536,153.0
2539,54098.0
2541,14494.0
2542,137122.0
2544,20413.0
2550,68386.0
2552,57941.0
2558,62942.0
2559,10667.0
2565,18390.0
2569,7655.0
2570,63264.0
2572,50533.0
2573,10389.0
2576,33152.0
2577,70285.0
2579,1005.0
2580,449.0
2583,149058.0
2585,54165.0
2586,21723.0
2587,2104.0
2588,4353.0
2593,47811.0
2606,64776.0
2607,165269.0
2608,17218.0
2609,41643.0
2612,47853.0
2615,14076.0
2618,89861.0
2619,68747.0
2620,66748.0
2622,
2624,24194.0
2625,99171.0
2628,103701.0
2630,27616.0
2632,3368.0
2636,7360.0
2638,14297.0
2639,22678.0
2642,303871.0
2644,56974.0
2646,40971.0
2653,53764.0
2655,118788.0
2656,2415.0
2665,466488.0
2667,150441.0
2673,12336.0
2676,209924.0
2677,41114.0
2678,28406.0
2679,63522.0
2681,1307402.0
2682,33371.0
2683,23645.0
2684,805235.0
2685,39718.0
2686,24270.0
2688,44199.0
2689,4001.0
2690,945942.0
2691,1862.0
2692,34593.0
2693,84950.0
2696,45119.0
2697,83781.0
2698,13147.0
2700,97207.0
2701,29139.0
2702,57713.0
2703,72148.0
2705,324528.0
2706,88410.0
2707,116468.0
2708,176320.0
2709,59946.0
2710,16223.0
2712,99553.0
2713,89736.0
2715,29321.0
2716,167815.0
2721,53413.0
2723,29926.0
2726,7061.0
2728,11580.0
2729,24168.0
2731,33025.0
2732,7379.0
2734,23219.0
2736,16988.0
2739,10164.0
2746,10917.0
2753,124237.0
2763,12867.0
2764,25738.0
2765,5245.0
2766,10648.0
2767,4903.0
2771,20116.0
2772,94396.0
2773,21403.0
2775,25619.0
2776,63632.0
2788,38186.0
2792,291707.0
2797,
2801,140081.0
2804,17947.0
2806,2501.0
2807,9327.0
2815,14414.0
2816,418.0
2817,100097.0
2819,
2827,126683.0
2831,8962.0
2839,145438.0
2840,82922.0
2844,367.0
2849,16180.0
2850,59278.0
2851,1010.0
2854,68549.0
2855,75540.0
2860,25048.0
2861,16075.0
2862,
2863,73732.0
2865,92428.0
2868,115942.0
2881,115903.0
2882,5812.0
2887,124442.0
2888,93834.0
2893,29172.0
2894,64173.0
2897,25545.0
2899,8456.0
2901,51199.0
2905,2967.0
2909,106098.0
2911,34399.0
2912,8270.0
2914,89701.0
2915,2225.0
2918,48744.0
2921,3456.0
2924,85331.0
2925,32176.0
2926,5123.0
2927,4888.0
2930,6166.0
2934,26801.0
2937,6624.0
2943,7279.0
2944,55468.0
2951,64234.0
2953,2933.0
2954,7765.0
2955,
2956,51367.0
2957,20700.0
8651,
12238,
884,
2959,538.0
2960,1702.0
2961,8780.0
2963,270.0
2966,781.0
2968,193.0
2969,106433.0
2970,6658.0
2973,1519.0
2974,325078.0
2975,6447.0
2977,3857.0
2979,2333.0
2980,2308.0
2981,5105.0
2982,237.0
2984,118.0
2985,385.0
2989,339.0
2990,97385.0
2993,74.0
2994,4540.0
2995,33352.0
2997,55889.0
2998,5463.0
2999,2617.0
3000,4254.0
3002,780.0
3003,109.0
3004,
3006,6427.0
3008,48231.0
3012,2253.0
3014,2230.0
3015,
3017,252.0
3019,846.0
3022,343.0
3025,708.0
3028,416427.0
3030,
3032,8482.0
3034,9464.0
3035,431.0
3036,1487.0
3037,127.0
3038,1189.0
3039,110.0
3040,176.0
3041,4152.0
3042,504.0
3043,546.0
3044,1686.0
3045,8915.0
3046,600158.0
3047,904.0
3048,339.0
3050,936.0
3052,735.0
3053,16887.0
3054,609.0
3055,6508.0
3056,4365.0
3057,257.0
3063,1358.0
3067,282.0
3068,30255.0
3069,18135.0
3070,5858.0
3071,18537.0
3073,679.0
3074,10147.0
3075,561.0
3076,408.0
3077,3881.0
3079,143986.0
3081,7377.0
3082,11315.0
3083,25846.0
3084,1182.0
3086,1224.0
3087,8679.0
3088,2683.0
3089,12646.0
3094,139.0
3096,1034.0
3099,9614.0
3100,18867.0
3103,517.0
3104,1864.0
3105,58566.0
3106,471.0
3107,92889.0
3108,640.0
3110,137.0
3112,5854.0
3113,6477.0
3114,81.0
3116,68.0
3117,946.0
3118,1810.0
3120,264.0
3122,802.0
3123,2313.0
3124,103.0
3125,944.0
3126,663.0
3128,2356.0
3129,730.0
3130,1717.0
3133,697.0
3134,266.0
3139,1225.0
3140,1127.0
3141,1454.0
3143,74.0
3144,723.0
3146,233.0
3148,1444.0
3149,24453.0
3151,818.0
3152,7077.0
3154,
3156,7804.0
3158,183.0
3159,1955.0
3160,2410.0
3161,800.0
3162,2602.0
3164,1880.0
3166,41737.0
3168,873.0
3171,86270.0
3172,18376.0
3174,66859.0
3176,2033.0
3178,991.0
3179,1336.0
3180,4992.0
3181,434.0
3185,3405.0
3186,2475.0
3187,284.0
3189,5610.0
3190,1027.0
3191,116.0
3192,4444.0
3193,65.0
3194,19132.0
3195,5530.0
3196,428.0
3200,546.0
3201,1445.0
3202,4518.0
3207,518.0
3208,711.0
3209,416.0
3210,884.0
3211,1849.0
3212,345.0
3213,159.0
3217,1080.0
3218,475.0
3219,1000.0
3220,318.0
3222,1727.0
3223,2692.0
3224,2420.0
3225,34.0
3226,1451.0
3227,1085.0
3228,45297.0
3230,238.0
3235,834.0
3236,66.0
3237,2485.0
3238,737.0
3240,140.0
3241,106595.0
3243,123.0
3244,2365.0
3245,267.0
3250,265.0
3251,924.0
3252,9172.0
3253,487.0
3254,3957.0
3256,404.0
3257,153.0
3258,485.0
3259,5236.0
3262,879.0
3263,629.0
3266,146.0
3268,181.0
3269,3165.0
3270,5664.0
3271,88.0
3272,2930.0
3274,170.0
3275,3887.0
3276,637.0
3277,618.0
3278,2826.0
3280,386.0
3281,1451.0
3282,59.0
3283,12088.0
3284,14777.0
3286,658.0
3287,
3290,617.0
3292,2325.0
3294,625.0
3297,9096.0
3298,43.0
3299,5305.0
3303,397.0
3304,114.0
3306,106.0
3307,608.0
3308,3068.0
3309,546.0
3310,150.0
3313,6289.0
3314,568.0
3316,106114.0
3318,30166.0
3319,893.0
3320,405.0
3322,18644.0
3323,999.0
3325,7200.0
3327,2342.0
3328,429.0
3329,3524.0
20889,
3330,19249.0
3334,144229.0
3335,60477.0
3347,80893.0
3349,12902.0
3360,10389.0
3361,124775.0
3369,60868.0
3373,73206.0
3375,129779.0
3377,27620.0
3386,85603.0
3387,40493.0
3403,39559.0
3409,122643.0
3416,36383.0
3418,110366.0
3423,55564.0
3435,1060.0
3436,171.0
3439,2048.0
3441,3464.0
3442,1380.0
3444,2918.0
3445,805.0
3446,
3447,1597.0
3449,36047.0
3450,381.0
3452,110.0
3453,1298.0
3454,379.0
3455,847.0
3456,774.0
3459,973.0
3460,3562.0
3461,74.0
3464,374.0
3465,261.0
3466,3708.0
3468,2747.0
3469,224.0
3470,225.0
3471,9559.0
3472,3877.0
3473,544.0
3474,2576.0
3475,31454.0
3476,5285.0
3478,1882.0
3479,364.0
3480,1327.0
3482,6928.0
3483,2167.0
3485,10023.0
3487,
3488,157.0
3489,70851.0
3491,181.0
3492,1313.0
7183,
17146,
18143,
3493,601723.0
3494,9059.0
3495,489.0
3496,41496.0
3497,536.0
3501,1503.0
3502,2231.0
3504,41542.0
3505,7637.0
3506,1118.0
3508,1810.0
3510,12655.0
3512,13507.0
3515,8836.0
3522,17298.0
3523,121.0
3530,456.0
3531,3869.0
3532,1560.0
3535,17467.0
3537,4492.0
3546,84392.0
3548,2793.0
3549,43914.0
3550,2930.0
3551,68217.0
3552,49546.0
3553,1171.0
3556,712.0
3559,996.0
3560,1113.0
3561,338.0
3562,7719.0
3566,2676.0
3567,2418.0
3568,1123.0
3571,230.0
3573,9912.0
3574,154305.0
3576,2778.0
3577,411.0
3578,26241.0
3580,702.0
3582,988.0
3583,1698.0
3585,3652.0
3586,2245.0
3587,3605.0
3596,107685.0
3597,28742.0
3599,7155.0
3601,17140.0
3602,11231.0
3604,703.0
3611,933.0
3614,
3615,20978.0
3616,
3617,3108.0
3621,
3623,2888.0
3626,61005.0
3628,19320.0
3629,75018.0
3630,27031.0
3632,60522.0
3633,85182.0
3634,12305.0
3640,3717.0
3641,35321.0
3642,1733.0
3643,2255.0
3649,270.0
3650,20750.0
3657,22612.0
3659,18558.0
3660,400.0
3663,5197.0
3664,11487.0
3670,4484.0
3672,
3675,165521.0
3676,5626.0
3677,62298.0
3678,6277.0
3680,41590.0
3681,19507.0
3682,567.0
3683,1787.0
3684,2992.0
3686,4078.0
3689,124354.0
3709,2278.0
3710,892.0
3713,6908.0
3714,602.0
3715,843.0
3716,686.0
3717,1460.0
3719,8729.0
3720,5763.0
3723,
3725,500.0
3730,580.0
3731,1754.0
3733,
3737,224669.0
3741,230.0
3742,5350.0
3744,3086.0
3745,1875.0
3750,140768.0
3751,3836.0
3753,60512.0
3756,169.0
3763,2720.0
3766,4113.0
3768,1325.0
3769,1403.0
3770,7210.0
3773,821784.0
3774,21362.0
3776,4546.0
3777,533.0
3778,878.0
3782,55156.0
3788,12344.0
3789,797.0
3791,1350.0
3792,24649.0
3793,59682.0
3794,4640.0
3796,360.0
3797,13926.0
3799,5015.0
3802,1897.0
3803,
3805,1231.0
3808,2624.0
3809,97422.0
3811,13822.0
3815,8155.0
3816,2223.0
3817,14225.0
3819,34910.0
3823,77648.0
3828,537.0
3829,730.0
3833,352.0
3834,20117.0
3840,6850.0
3843,6888.0
3844,13657.0
3848,18493.0
3849,6374.0
3852,2843.0
3853,15751.0
3854,2757.0
3855,2088.0
3859,8297.0
3860,16413.0
3862,6102.0
3864,3851.0
3865,5101.0
3867,1237.0
3870,76068.0
3871,3101.0
3875,1072.0
3876,399457.0
3877,87779.0
3882,600.0
3885,3004.0
3886,8826.0
3888,9403.0
3892,2506.0
3894,1463.0
3895,1680.0
3898,12370.0
3901,3817.0
3904,19537.0
3910,7037.0
