id,Geography,stateAbbr,stateFullName,lat,lng
35,"Beatrice, Alabama",AL, Alabama,31.733488800000003,-87.2047083
36,"Beaverton, Alabama",AL, Alabama,33.9312162,-88.0203075
37,"Belk, Alabama",AL, Alabama,33.647611,-87.9314109
38,"Benton, Alabama",AL, Alabama,32.3068054,-86.8177608
39,"Berry, Alabama",AL, Alabama,33.65983320000001,-87.6000098
40,"Bessemer, Alabama",AL, Alabama,33.4017766,-86.954437
41,"Billingsley, Alabama",AL, Alabama,32.659575,-86.717761
42,"Birmingham, Alabama",AL, Alabama,33.5206608,-86.80249
43,"Black, Alabama",AL, Alabama,31.0093468,-85.7443772
44,"Blountsville, Alabama",AL, Alabama,34.081486299999995,-86.5911027
45,"Blue Springs, Alabama",AL, Alabama,31.6637769,-85.5066063
46,"Boaz, Alabama",AL, Alabama,34.2006503,-86.1663655
47,"Boligee, Alabama",AL, Alabama,32.7559654,-88.0289072
48,"Bon Air, Alabama",AL, Alabama,33.2637246,-86.3355323
49,"Brantley, Alabama",AL, Alabama,31.5823832,-86.2571786
50,"Brent, Alabama",AL, Alabama,32.9373463,-87.1647184
51,"Brewton, Alabama",AL, Alabama,31.105177899999997,-87.0721918
52,"Bridgeport, Alabama",AL, Alabama,34.9475807,-85.7144155
53,"Brighton, Alabama",AL, Alabama,33.4342755,-86.9472148
54,"Brilliant, Alabama",AL, Alabama,34.0253797,-87.75835740000001
55,"Brookside, Alabama",AL, Alabama,33.6378825,-86.91666120000001
56,"Brookwood, Alabama",AL, Alabama,33.255671899999996,-87.32083359999999
57,"Brundidge, Alabama",AL, Alabama,31.7201615,-85.8160567
58,"Butler, Alabama",AL, Alabama,32.089590799999996,-88.2219652
59,"Calera, Alabama",AL, Alabama,33.1028965,-86.7535975
60,"Camden, Alabama",AL, Alabama,31.9909813,-87.29054559999999
61,"Camp Hill, Alabama",AL, Alabama,32.8004059,-85.6535659
62,"Carbon Hill, Alabama",AL, Alabama,33.8917742,-87.52612359999999
63,"Cardiff, Alabama",AL, Alabama,33.6456604,-86.9336061
64,"Carolina, Alabama",AL, Alabama,31.240728499999996,-86.52773509999999
65,"Carrollton, Alabama",AL, Alabama,33.26178710000001,-88.09502629999999
66,"Castleberry, Alabama",AL, Alabama,31.2990599,-87.02247209999999
67,"Cedar Bluff, Alabama",AL, Alabama,34.220094200000005,-85.6077402
68,"Center Point, Alabama",AL, Alabama,33.6456583,-86.68360009999999
69,"Centre, Alabama",AL, Alabama,34.1520406,-85.6788531
70,"Centreville, Alabama",AL, Alabama,32.9445682,-87.1386067
71,"Chatom, Alabama",AL, Alabama,31.4651653,-88.25445570000001
72,"Chelsea, Alabama",AL, Alabama,33.3401108,-86.6302625
73,"Cherokee, Alabama",AL, Alabama,34.7570342,-87.9728143
74,"Chickasaw, Alabama",AL, Alabama,30.763799100000004,-88.07472220000001
75,"Childersburg, Alabama",AL, Alabama,33.2781686,-86.35497740000001
76,"Citronelle, Alabama",AL, Alabama,31.0907338,-88.2280622
77,"Clanton, Alabama",AL, Alabama,32.8387371,-86.6294262
78,"Clay, Alabama",AL, Alabama,33.7026013,-86.5997096
79,"Clayhatchee, Alabama",AL, Alabama,31.2357293,-85.7227118
80,"Clayton, Alabama",AL, Alabama,31.8782162,-85.4496627
81,"Cleveland, Alabama",AL, Alabama,33.990931599999996,-86.5774905
82,"Clio, Alabama",AL, Alabama,31.708775300000003,-85.61049720000001
83,"Coaling, Alabama",AL, Alabama,33.1590078,-87.340834
84,"Coffee Springs, Alabama",AL, Alabama,31.164619300000002,-85.9093821
85,"Coffeeville, Alabama",AL, Alabama,31.7579353,-88.0897308
86,"Coker, Alabama",AL, Alabama,33.2459512,-87.6877882
87,"Collinsville, Alabama",AL, Alabama,34.2639821,-85.86052509999999
88,"Colony, Alabama",AL, Alabama,33.9412994,-86.90154609999999
89,"Columbia, Alabama",AL, Alabama,31.2926762,-85.11159649999999
90,"Columbiana, Alabama",AL, Alabama,33.1781718,-86.6072054
91,"Coosada, Alabama",AL, Alabama,32.4979127,-86.3313602
92,"Cordova, Alabama",AL, Alabama,33.759829100000005,-87.1833349
93,"Cottonwood, Alabama",AL, Alabama,31.048793300000003,-85.30493259999999
94,"County Line, Alabama",AL, Alabama,31.2835021,-86.1949489
95,"Courtland, Alabama",AL, Alabama,34.6689794,-87.30946490000001
96,"Cowarts, Alabama",AL, Alabama,31.2001772,-85.30465490000002
97,"Creola, Alabama",AL, Alabama,30.891850899999998,-88.0397213
98,"Crossville, Alabama",AL, Alabama,33.7439976,-88.0022479
99,"Cuba, Alabama",AL, Alabama,32.4281952,-88.37642109999999
100,"Cullman, Alabama",AL, Alabama,34.1748208,-86.84361240000001
101,"Cusseta, Alabama",AL, Alabama,32.7848521,-85.30577790000001
102,"Dadeville, Alabama",AL, Alabama,32.831238,-85.7635692
103,"Daleville, Alabama",AL, Alabama,31.310171899999997,-85.7129908
104,"Daphne, Alabama",AL, Alabama,30.6035255,-87.9036047
105,"Dauphin Island, Alabama",AL, Alabama,30.255481099999997,-88.10972170000001
106,"Daviston, Alabama",AL, Alabama,33.0528992,-85.6396783
107,"Dayton, Alabama",AL, Alabama,32.3509732,-87.6419503
108,"Deatsville, Alabama",AL, Alabama,32.6081874,-86.39580720000001
109,"Decatur, Alabama",AL, Alabama,34.6059254,-86.9833417
110,"Demopolis, Alabama",AL, Alabama,32.517636100000004,-87.836402
111,"Detroit, Alabama",AL, Alabama,34.028160799999995,-88.1700368
112,"Dodge City, Alabama",AL, Alabama,34.0406562,-86.88583440000001
113,"Dora, Alabama",AL, Alabama,33.728716999999996,-87.0902772
114,"Dothan, Alabama",AL, Alabama,31.223231300000002,-85.39048890000001
115,"Double Springs, Alabama",AL, Alabama,34.146491600000004,-87.40223859999999
116,"Douglas, Alabama",AL, Alabama,34.1737065,-86.3235926
117,"Dozier, Alabama",AL, Alabama,31.492108399999996,-86.3649582
118,"Dutton, Alabama",AL, Alabama,34.610918299999994,-85.91691999999999
119,"East Brewton, Alabama",AL, Alabama,31.093233899999998,-87.06274690000001
120,"Eclectic, Alabama",AL, Alabama,32.6354093,-86.0344079
121,"Edwardsville, Alabama",AL, Alabama,33.70732720000001,-85.5091235
122,"Elba, Alabama",AL, Alabama,31.414610800000002,-86.0677243
123,"Elberta, Alabama",AL, Alabama,30.414364600000003,-87.5977615
124,"Eldridge, Alabama",AL, Alabama,33.922883500000005,-87.6172389
125,"Elkmont, Alabama",AL, Alabama,34.92897429999999,-86.9738959
126,"Elmore, Alabama",AL, Alabama,32.5387448,-86.3149712
127,"Emelle, Alabama",AL, Alabama,32.7292998,-88.3144755
128,"Enterprise, Alabama",AL, Alabama,31.315170799999997,-85.85521609999999
129,"Epes, Alabama",AL, Alabama,32.6904114,-88.1261339
130,"Ethelsville, Alabama",AL, Alabama,33.4156743,-88.21669920000001
131,"Eufaula, Alabama",AL, Alabama,31.8912717,-85.1454876
132,"Eutaw, Alabama",AL, Alabama,32.8406848,-87.88751450000001
133,"Eva, Alabama",AL, Alabama,34.3323178,-86.758888
134,"Evergreen, Alabama",AL, Alabama,31.433499400000002,-86.9569176
135,"Excel, Alabama",AL, Alabama,31.427943300000003,-87.34137309999998
136,"Fairfield, Alabama",AL, Alabama,33.4859402,-86.91193659999999
137,"Fairhope, Alabama",AL, Alabama,30.522971899999998,-87.9033261
138,"Fairview, Alabama",AL, Alabama,34.255374100000004,-86.6880519
139,"Falkville, Alabama",AL, Alabama,34.3684295,-86.90861600000001
140,"Faunsdale, Alabama",AL, Alabama,32.4598585,-87.5938938
141,"Fayette, Alabama",AL, Alabama,33.6845539,-87.8308522
142,"Five Points, Alabama",AL, Alabama,33.0181788,-85.35022509999999
143,"Flomaton, Alabama",AL, Alabama,31.000182000000002,-87.2608071
144,"Florala, Alabama",AL, Alabama,31.00518,-86.3280018
145,"Florence, Alabama",AL, Alabama,34.79981,-87.677251
146,"Foley, Alabama",AL, Alabama,30.406586800000003,-87.68359740000001
147,"Forkland, Alabama",AL, Alabama,32.6481893,-87.8833475
148,"Fort Deposit, Alabama",AL, Alabama,31.9845929,-86.5785856
149,"Fort Payne, Alabama",AL, Alabama,34.4442547,-85.7196893
150,"Franklin, Alabama",AL, Alabama,32.4784706,-85.80245620000001
151,"Frisco City, Alabama",AL, Alabama,31.4334985,-87.401375
152,"Fruithurst, Alabama",AL, Alabama,33.730938200000004,-85.43384420000001
153,"Fulton, Alabama",AL, Alabama,31.7884881,-87.72722209999999
154,"Fultondale, Alabama",AL, Alabama,33.6048261,-86.79388
155,"Fyffe, Alabama",AL, Alabama,34.446754999999996,-85.9041396
156,"Gadsden, Alabama",AL, Alabama,34.014264000000004,-86.00663859999999
157,"Gainesville, Alabama",AL, Alabama,32.820964000000004,-88.158914
158,"Gantt, Alabama",AL, Alabama,31.4068339,-86.4841273
159,"Garden City, Alabama",AL, Alabama,34.014543599999996,-86.74694140000001
160,"Gardendale, Alabama",AL, Alabama,33.6601033,-86.8127702
161,"Gaylesville, Alabama",AL, Alabama,34.268426,-85.5569057
162,"Geiger, Alabama",AL, Alabama,32.868185700000005,-88.3050321
163,"Geneva, Alabama",AL, Alabama,31.0329572,-85.86382420000001
164,"Georgiana, Alabama",AL, Alabama,31.637102799999997,-86.7419175
165,"Geraldine, Alabama",AL, Alabama,34.35147979999999,-86.0008078
166,"Glen Allen, Alabama",AL, Alabama,33.915104299999996,-87.74168759999999
167,"Glencoe, Alabama",AL, Alabama,33.957043,-85.93246979999999
168,"Glenwood, Alabama",AL, Alabama,31.664603200000002,-86.1713444
169,"Goldville, Alabama",AL, Alabama,33.0837311,-85.78384940000001
170,"Good Hope, Alabama",AL, Alabama,34.115932799999996,-86.86361240000001
171,"Goodwater, Alabama",AL, Alabama,33.065675,-86.05330129999999
172,"Gordo, Alabama",AL, Alabama,33.3201178,-87.90279620000001
173,"Gordon, Alabama",AL, Alabama,31.1412918,-85.09659649999999
174,"Gordonville, Alabama",AL, Alabama,32.151993,-86.71544300000001
175,"Goshen, Alabama",AL, Alabama,31.722935200000002,-86.1182882
176,"Grant, Alabama",AL, Alabama,34.5286985,-86.2533163
177,"Graysville, Alabama",AL, Alabama,33.62066110000001,-86.9713844
178,"Greensboro, Alabama",AL, Alabama,32.7045753,-87.59583959999999
179,"Greenville, Alabama",AL, Alabama,31.829597200000002,-86.6177517
180,"Grimes, Alabama",AL, Alabama,31.3046175,-85.44799
181,"Grove Hill, Alabama",AL, Alabama,31.708768100000004,-87.77722179999999
182,"Guin, Alabama",AL, Alabama,33.9656594,-87.9147494
183,"Gulf Shores, Alabama",AL, Alabama,30.246036100000005,-87.70081929999999
184,"Guntersville, Alabama",AL, Alabama,34.3581473,-86.29470409999999
185,"Gurley, Alabama",AL, Alabama,34.701755799999994,-86.37582009999998
186,"Gu-Win, Alabama",AL, Alabama,33.960937,-87.88058170000001
187,"Hackleburg, Alabama",AL, Alabama,34.27732,-87.8286423
188,"Haleburg, Alabama",AL, Alabama,31.406562,-85.1371526
189,"Haleyville, Alabama",AL, Alabama,34.226488,-87.62141329999999
190,"Hamilton, Alabama",AL, Alabama,34.142323499999996,-87.98864379999999
191,"Hammondville, Alabama",AL, Alabama,34.5817507,-85.6266327
192,"Hanceville, Alabama",AL, Alabama,34.0606545,-86.767498
193,"Harpersville, Alabama",AL, Alabama,33.3439995,-86.43803570000001
194,"Hartford, Alabama",AL, Alabama,31.1023998,-85.6968778
195,"Hartselle, Alabama",AL, Alabama,34.4434282,-86.93528420000001
196,"Hayden, Alabama",AL, Alabama,33.8926003,-86.757773
197,"Hayneville, Alabama",AL, Alabama,32.1840315,-86.5802533
198,"Headland, Alabama",AL, Alabama,31.351284000000003,-85.3421559
199,"Heath, Alabama",AL, Alabama,31.3607243,-86.4696811
200,"Heflin, Alabama",AL, Alabama,33.6489948,-85.5874584
201,"Helena, Alabama",AL, Alabama,33.296224,-86.84360040000001
202,"Henagar, Alabama",AL, Alabama,34.635084,-85.7671936
203,"Highland Lake, Alabama",AL, Alabama,33.885098600000006,-86.4197059
204,"Hillsboro, Alabama",AL, Alabama,34.639258,-87.1916834
205,"Hobson City, Alabama",AL, Alabama,33.6214934,-85.8441318
206,"Hodges, Alabama",AL, Alabama,34.3270425,-87.9264233
207,"Hokes Bluff, Alabama",AL, Alabama,33.99815460000001,-85.8663574
208,"Holly Pond, Alabama",AL, Alabama,34.174263399999994,-86.616382
209,"Hollywood, Alabama",AL, Alabama,34.72425,-85.9724787
210,"Homewood, Alabama",AL, Alabama,33.4717732,-86.8008228
211,"Hoover, Alabama",AL, Alabama,33.405386699999994,-86.81137820000001
212,"Horn Hill, Alabama",AL, Alabama,31.245725899999996,-86.3166187
213,"Huntsville, Alabama",AL, Alabama,34.730368799999994,-86.5861037
214,"Hurtsboro, Alabama",AL, Alabama,32.2418146,-85.4163327
215,"Hytop, Alabama",AL, Alabama,34.916196,-86.0880384
216,"Ider, Alabama",AL, Alabama,34.7142484,-85.68080309999999
217,"Indian Springs Village, Alabama",AL, Alabama,33.3553882,-86.7544321
218,"Irondale, Alabama",AL, Alabama,33.5381601,-86.7072102
219,"Jackson, Alabama",AL, Alabama,31.5090521,-87.89444350000001
220,"Jacksons' Gap, Alabama",AL, Alabama,32.8862364,-85.8116265
221,"Jacksonville, Alabama",AL, Alabama,33.8137125,-85.76135359999999
222,"Jasper, Alabama",AL, Alabama,33.8312185,-87.2775053
223,"Jemison, Alabama",AL, Alabama,32.9598451,-86.7466522
224,"Kansas, Alabama",AL, Alabama,33.9017737,-87.5519582
225,"Kellyton, Alabama",AL, Alabama,32.9798441,-86.033578
226,"Kennedy, Alabama",AL, Alabama,33.5870574,-87.98446750000001
227,"Killen, Alabama",AL, Alabama,34.862863700000005,-87.5375253
228,"Kimberly, Alabama",AL, Alabama,33.7734352,-86.8138832
229,"Kinsey, Alabama",AL, Alabama,31.299063,-85.34437779999999
230,"Kinston, Alabama",AL, Alabama,31.216004499999997,-86.17105790000001
231,"Lakeview, Alabama",AL, Alabama,34.3909232,-85.9783077
232,"Lake View, Alabama",AL, Alabama,33.2806703,-87.1374959
233,"Lanett, Alabama",AL, Alabama,32.8683642305,-85.20061857569999
234,"Langston, Alabama",AL, Alabama,34.5389756,-86.0744234
235,"Leeds, Alabama",AL, Alabama,33.5481597,-86.54442879999999
236,"Leesburg, Alabama",AL, Alabama,34.1798177,-85.76135550000001
237,"Leighton, Alabama",AL, Alabama,34.700922999999996,-87.52891509999999
238,"Lester, Alabama",AL, Alabama,34.9906391,-87.1533469
239,"Level Plains, Alabama",AL, Alabama,31.299616200000003,-85.7779914
240,"Lexington, Alabama",AL, Alabama,34.9692501,-87.3711316
241,"Libertyville, Alabama",AL, Alabama,31.2415614,-86.4613446
242,"Lincoln, Alabama",AL, Alabama,33.6131588,-86.1183061
243,"Linden, Alabama",AL, Alabama,32.3062535,-87.7980665
244,"Lineville, Alabama",AL, Alabama,33.3106696,-85.7544051
245,"Lipscomb, Alabama",AL, Alabama,33.4256646,-86.9266588
246,"Lisman, Alabama",AL, Alabama,32.1687554,-88.28252509999999
247,"Littleville, Alabama",AL, Alabama,34.5906483,-87.6769745
248,"Livingston, Alabama",AL, Alabama,32.5843025,-88.1872475
249,"Loachapoka, Alabama",AL, Alabama,32.604300800000004,-85.5932854
250,"Lockhart, Alabama",AL, Alabama,31.0104576,-86.3496691
251,"Locust Fork, Alabama",AL, Alabama,33.9075992,-86.6152685
252,"Louisville, Alabama",AL, Alabama,31.7834963,-85.55577509999999
253,"Lowndesboro, Alabama",AL, Alabama,32.2751399,-86.61136579999999
254,"Loxley, Alabama",AL, Alabama,30.618247600000004,-87.7530454
255,"Luverne, Alabama",AL, Alabama,31.716545500000002,-86.26384920000001
256,"Lynn, Alabama",AL, Alabama,34.04704829999999,-87.54974
257,"McIntosh, Alabama",AL, Alabama,31.2662818,-88.0313903
258,"McKenzie, Alabama",AL, Alabama,31.542384000000002,-86.71497
259,"Madison, Alabama",AL, Alabama,32.4237482,-86.22635629999999
260,"Madrid, Alabama",AL, Alabama,31.035737199999996,-85.3932663
261,"Magnolia Springs, Alabama",AL, Alabama,30.3996424,-87.7761001
262,"Malvern, Alabama",AL, Alabama,31.1393439,-85.51910050000001
263,"Maplesville, Alabama",AL, Alabama,32.7884608,-86.87165490000001
264,"Margaret, Alabama",AL, Alabama,33.6862124,-86.4749838
265,"Marion, Alabama",AL, Alabama,32.6323536,-87.3191655
266,"Memphis, Alabama",AL, Alabama,33.1365136,-88.2975341
267,"Mentone, Alabama",AL, Alabama,34.5795282,-85.5905204
268,"Midfield, Alabama",AL, Alabama,33.461496600000004,-86.90888079999999
269,"Midland City, Alabama",AL, Alabama,31.319061199999997,-85.49382390000001
270,"Midway, Alabama",AL, Alabama,32.0770977,-85.5221667
271,"Millbrook, Alabama",AL, Alabama,32.4798575,-86.36191629999999
272,"Millport, Alabama",AL, Alabama,33.56344779999999,-88.08141590000001
273,"Millry, Alabama",AL, Alabama,31.634049600000004,-88.3133487
274,"Mobile, Alabama",AL, Alabama,30.6943566,-88.04305409999999
275,"Monroeville, Alabama",AL, Alabama,31.527939899999996,-87.3247077
276,"Montevallo, Alabama",AL, Alabama,33.100674600000005,-86.86415579999999
277,"Montgomery, Alabama",AL, Alabama,32.366805199999995,-86.2999689
278,"Moody, Alabama",AL, Alabama,33.5909365,-86.49081679999999
279,"Mooresville, Alabama",AL, Alabama,34.628425,-86.8802819
280,"Morris, Alabama",AL, Alabama,33.7481576,-86.8086048
281,"Mosses, Alabama",AL, Alabama,32.1745869,-86.6719225
282,"Moulton, Alabama",AL, Alabama,34.4812062,-87.29335329999999
283,"Moundville, Alabama",AL, Alabama,32.9976242,-87.63000749999999
284,"Mountain Brook, Alabama",AL, Alabama,33.500938399999995,-86.7522107
285,"Mount Vernon, Alabama",AL, Alabama,31.085177500000004,-88.01333249999999
286,"Mulga, Alabama",AL, Alabama,33.549828600000005,-86.97416120000001
287,"Munford, Alabama",AL, Alabama,33.5298282,-85.9508006
288,"Muscle Shoals, Alabama",AL, Alabama,34.7448112,-87.6675292
289,"Myrtlewood, Alabama",AL, Alabama,32.2504214,-87.9497371
290,"Napier Field, Alabama",AL, Alabama,31.3154506,-85.45410129999999
291,"Natural Bridge, Alabama",AL, Alabama,34.0934355,-87.601965
292,"Nauvoo, Alabama",AL, Alabama,33.9895503,-87.48890329999999
293,"Nectar, Alabama",AL, Alabama,33.9598211,-86.6394367
294,"Needham, Alabama",AL, Alabama,31.9879272,-88.3366906
295,"Newbern, Alabama",AL, Alabama,32.593188399999995,-87.5327815
296,"New Brockton, Alabama",AL, Alabama,31.3857239,-85.92938609999999
297,"New Hope, Alabama",AL, Alabama,34.5370339,-86.3944307
298,"New Site, Alabama",AL, Alabama,33.0373435,-85.77412659999999
299,"Newton, Alabama",AL, Alabama,31.335171600000002,-85.60521329999999
300,"Newville, Alabama",AL, Alabama,31.421837899999996,-85.337712
301,"North Courtland, Alabama",AL, Alabama,34.6848486025,-87.3092516575
302,"North Johns, Alabama",AL, Alabama,33.367334299999996,-87.1036067
303,"Northport, Alabama",AL, Alabama,33.229007,-87.5772293
304,"Notasulga, Alabama",AL, Alabama,32.560690799999996,-85.6724538
305,"Oak Grove, Alabama",AL, Alabama,33.1917822,-86.2994197
306,"Oak Hill, Alabama",AL, Alabama,31.920982799999997,-87.0827629
307,"Oakman, Alabama",AL, Alabama,33.7134432,-87.3886157
308,"Odenville, Alabama",AL, Alabama,33.6773237,-86.3966481
309,"Ohatchee, Alabama",AL, Alabama,33.783432399999995,-86.0024703
310,"Oneonta, Alabama",AL, Alabama,33.9481537,-86.472764
311,"Onycha, Alabama",AL, Alabama,31.214059999999996,-86.28328370000001
312,"Opelika, Alabama",AL, Alabama,32.6454116,-85.3782795
313,"Opp, Alabama",AL, Alabama,31.2826685,-86.2555067
314,"Orange Beach, Alabama",AL, Alabama,30.294368100000003,-87.5735935
315,"Orrville, Alabama",AL, Alabama,32.3062505,-87.24554920000001
316,"Owens Cross Roads, Alabama",AL, Alabama,34.5881461,-86.4588768
317,"Oxford, Alabama",AL, Alabama,33.6142714,-85.8349648
318,"Ozark, Alabama",AL, Alabama,31.4590576,-85.64049320000001
319,"Paint Rock, Alabama",AL, Alabama,34.660644,-86.3288745
320,"Parrish, Alabama",AL, Alabama,33.73066420000001,-87.2844473
321,"Pelham, Alabama",AL, Alabama,33.285668699999995,-86.8099885
322,"Pell City, Alabama",AL, Alabama,33.586214899999995,-86.28608879999999
323,"Pennington, Alabama",AL, Alabama,32.2070888,-88.0561287
324,"Perdido Beach, Alabama",AL, Alabama,30.3407558,-87.5049805
325,"Petrey, Alabama",AL, Alabama,31.8487645,-86.2077382
326,"Phenix City, Alabama",AL, Alabama,32.4709761,-85.0007653
327,"Phil Campbell, Alabama",AL, Alabama,34.3509299,-87.706418
328,"Pickensville, Alabama",AL, Alabama,33.227345,-88.2664225
329,"Piedmont, Alabama",AL, Alabama,33.9245454,-85.6113501
330,"Pike Road, Alabama",AL, Alabama,32.2843084,-86.10301690000001
331,"Pinckard, Alabama",AL, Alabama,31.311561199999996,-85.5529906
332,"Pine Apple, Alabama",AL, Alabama,31.872651,-86.9910942
333,"Pine Hill, Alabama",AL, Alabama,31.979594300000002,-87.5880561
334,"Pine Ridge, Alabama",AL, Alabama,34.43953270000001,-85.7844134
335,"Pinson, Alabama",AL, Alabama,33.6889908,-86.68332290000001
336,"Pisgah, Alabama",AL, Alabama,34.68091679999999,-85.8477523
337,"Pleasant Grove, Alabama",AL, Alabama,34.9436942,-85.9216452
338,"Pleasant Groves, Alabama",AL, Alabama,34.73502,-86.2054073
339,"Pollard, Alabama",AL, Alabama,31.027125199999997,-87.1735825
340,"Powell, Alabama",AL, Alabama,34.2864816,-85.74941109999999
341,"Prattville, Alabama",AL, Alabama,32.4640245,-86.45969659999999
342,"Priceville, Alabama",AL, Alabama,34.5250932,-86.8947271
343,"Prichard, Alabama",AL, Alabama,30.738799800000002,-88.07888890000001
344,"Providence, Alabama",AL, Alabama,32.3418079,-87.7805662
345,"Ragland, Alabama",AL, Alabama,33.74454420000001,-86.1558079
346,"Rainbow City, Alabama",AL, Alabama,33.9548201,-86.04191690000002
347,"Rainsville, Alabama",AL, Alabama,34.4942536,-85.84774940000001
348,"Ranburne, Alabama",AL, Alabama,33.5228885,-85.3446728
349,"Red Bay, Alabama",AL, Alabama,34.43982020000001,-88.1408747
350,"Red Level, Alabama",AL, Alabama,31.4071111,-86.61218609999999
351,"Reece City, Alabama",AL, Alabama,34.072318599999996,-86.0333062
352,"Reform, Alabama",AL, Alabama,33.378451,-88.01530079999999
353,"Rehobeth, Alabama",AL, Alabama,31.1229561,-85.4527113
354,"Repton, Alabama",AL, Alabama,31.409055100000003,-87.2391473
355,"Ridgeville, Alabama",AL, Alabama,34.055652200000004,-86.1021968
356,"River Falls, Alabama",AL, Alabama,31.352946799999998,-86.53912729999999
357,"Riverside, Alabama",AL, Alabama,33.6062145,-86.2044198
358,"Riverview, Alabama",AL, Alabama,31.060457300000003,-87.0599683
359,"Roanoke, Alabama",AL, Alabama,33.1512313,-85.37217079999999
360,"Robertsdale, Alabama",AL, Alabama,30.5538048,-87.71193240000001
361,"Rockford, Alabama",AL, Alabama,32.889568100000005,-86.2196936
362,"Rogersville, Alabama",AL, Alabama,34.8256425,-87.2947417
363,"Rosa, Alabama",AL, Alabama,33.9906534,-86.51332140000001
364,"Russellville, Alabama",AL, Alabama,34.5078726,-87.72864320000001
365,"Rutledge, Alabama",AL, Alabama,31.730433899999998,-86.3096846
366,"Samson, Alabama",AL, Alabama,31.112953899999997,-86.04605179999999
367,"Sand Rock, Alabama",AL, Alabama,34.2428717,-85.768578
368,"Sanford, Alabama",AL, Alabama,31.298225399999996,-86.3891217
369,"Saraland, Alabama",AL, Alabama,30.820742,-88.07055559999999
370,"Sardis City, Alabama",AL, Alabama,34.1742616,-86.1227533
371,"Satsuma, Alabama",AL, Alabama,30.853240999999997,-88.0561106
372,"Scottsboro, Alabama",AL, Alabama,34.672306899999995,-86.0341463
373,"Section, Alabama",AL, Alabama,34.5789747,-85.986644
374,"Selma, Alabama",AL, Alabama,32.4073589,-87.0211007
375,"Semmes, Alabama",AL, Alabama,30.7782432,-88.25917259999999
376,"Sheffield, Alabama",AL, Alabama,34.76508870000001,-87.6986407
377,"Shiloh, Alabama",AL, Alabama,34.462587799999994,-85.8796945
378,"Shorter, Alabama",AL, Alabama,32.3948615,-85.91690200000001
379,"Silas, Alabama",AL, Alabama,31.7654349,-88.32918409999999
380,"Silverhill, Alabama",AL, Alabama,30.5454715,-87.7516559
381,"Sipsey, Alabama",AL, Alabama,33.82482720000001,-87.0861125
382,"Skyline, Alabama",AL, Alabama,34.8139739,-86.1152603
383,"Slocomb, Alabama",AL, Alabama,31.1082335,-85.594378
384,"Smiths Station, Alabama",AL, Alabama,32.5401393,-85.09854729999999
385,"Snead, Alabama",AL, Alabama,34.1195406,-86.3955398
386,"Somerville, Alabama",AL, Alabama,34.4731491,-86.798612
387,"Southside, Alabama",AL, Alabama,33.9245425,-86.0224718
388,"South Vinemont, Alabama",AL, Alabama,34.2389871,-86.86444709999999
389,"Spanish Fort, Alabama",AL, Alabama,30.674912699999997,-87.9152724
