id,Geography,stateAbbr,stateFullName
163,"Fairfield, Alabama",AL, Alabama
165,"Fairhope, Alabama",AL, Alabama
167,"Falkville, Alabama",AL, Alabama
168,"Faunsdale, Alabama",AL, Alabama
169,"Fayette, Alabama",AL, Alabama
172,"Five Points, Alabama",AL, Alabama
173,"Flomaton, Alabama",AL, Alabama
174,"Florala, Alabama",AL, Alabama
175,"Florence, Alabama",AL, Alabama
176,"Foley, Alabama",AL, Alabama
178,"Forkland, Alabama",AL, Alabama
179,"Fort Deposit, Alabama",AL, Alabama
180,"Fort Payne, Alabama",AL, Alabama
181,"Franklin, Alabama",AL, Alabama
183,"Frisco, Alabama",AL, Alabama
185,"Fruithurst, Alabama",AL, Alabama
186,"Fulton, Alabama",AL, Alabama
187,"Fultondale, Alabama",AL, Alabama
188,"Fyffe, Alabama",AL, Alabama
189,"Gadsden, Alabama",AL, Alabama
190,"Gainesville, Alabama",AL, Alabama
192,"Gantt, Alabama",AL, Alabama
193,"Garden, Alabama",AL, Alabama
194,"Gardendale, Alabama",AL, Alabama
195,"Gaylesville, Alabama",AL, Alabama
197,"Geneva, Alabama",AL, Alabama
198,"Georgiana, Alabama",AL, Alabama
199,"Geraldine, Alabama",AL, Alabama
200,"Glen Allen, Alabama",AL, Alabama
202,"Glenwood, Alabama",AL, Alabama
205,"Goodwater, Alabama",AL, Alabama
206,"Gordo, Alabama",AL, Alabama
207,"Gordon, Alabama",AL, Alabama
209,"Goshen, Alabama",AL, Alabama
212,"Grant, Alabama",AL, Alabama
213,"Graysville, Alabama",AL, Alabama
214,"Greensboro, Alabama",AL, Alabama
215,"Greenville, Alabama",AL, Alabama
217,"Grove Hill, Alabama",AL, Alabama
218,"Guin, Alabama",AL, Alabama
220,"Gulf Shores, Alabama",AL, Alabama
221,"Guntersville, Alabama",AL, Alabama
222,"Gurley, Alabama",AL, Alabama
224,"Hackleburg, Alabama",AL, Alabama
227,"Haleyville, Alabama",AL, Alabama
228,"Hamilton, Alabama",AL, Alabama
230,"Hanceville, Alabama",AL, Alabama
231,"Harpersville, Alabama",AL, Alabama
232,"Hartford, Alabama",AL, Alabama
233,"Hartselle, Alabama",AL, Alabama
236,"Hayden, Alabama",AL, Alabama
237,"Hayneville, Alabama",AL, Alabama
239,"Headland, Alabama",AL, Alabama
241,"Heflin, Alabama",AL, Alabama
242,"Helena, Alabama",AL, Alabama
243,"Henagar, Alabama",AL, Alabama
245,"Hillsboro, Alabama",AL, Alabama
249,"Hodges, Alabama",AL, Alabama
253,"Holly Pond, Alabama",AL, Alabama
254,"Hollywood, Alabama",AL, Alabama
261,"Huntsville, Alabama",AL, Alabama
262,"Hurtsboro, Alabama",AL, Alabama
264,"Ider, Alabama",AL, Alabama
268,"Jackson, Alabama",AL, Alabama
269,"Jacksons' Gap, Alabama",AL, Alabama
270,"Jacksonville, Alabama",AL, Alabama
271,"Jasper, Alabama",AL, Alabama
272,"Jemison, Alabama",AL, Alabama
274,"Kansas, Alabama",AL, Alabama
275,"Kellyton, Alabama",AL, Alabama
276,"Kennedy, Alabama",AL, Alabama
277,"Killen, Alabama",AL, Alabama
278,"Kimberly, Alabama",AL, Alabama
280,"Kinston, Alabama",AL, Alabama
284,"Lanett, Alabama",AL, Alabama
285,"Langston, Alabama",AL, Alabama
286,"Leeds, Alabama",AL, Alabama
287,"Leesburg, Alabama",AL, Alabama
288,"Leighton, Alabama",AL, Alabama
290,"Lester, Alabama",AL, Alabama
292,"Lexington, Alabama",AL, Alabama
295,"Lincoln, Alabama",AL, Alabama
296,"Linden, Alabama",AL, Alabama
297,"Lineville, Alabama",AL, Alabama
299,"Lisman, Alabama",AL, Alabama
301,"Livingston, Alabama",AL, Alabama
302,"Loachapoka, Alabama",AL, Alabama
303,"Lockhart, Alabama",AL, Alabama
304,"Locust Fork, Alabama",AL, Alabama
305,"Louisville, Alabama",AL, Alabama
306,"Lowndesboro, Alabama",AL, Alabama
307,"Loxley, Alabama",AL, Alabama
308,"Luverne, Alabama",AL, Alabama
309,"Lynn, Alabama",AL, Alabama
314,"Madison, Alabama",AL, Alabama
316,"Magnolia Springs, Alabama",AL, Alabama
318,"Malvern, Alabama",AL, Alabama
319,"Maplesville, Alabama",AL, Alabama
321,"Margaret, Alabama",AL, Alabama
322,"Marion, Alabama",AL, Alabama
325,"Mentone, Alabama",AL, Alabama
328,"Midland, Alabama",AL, Alabama
329,"Midway, Alabama",AL, Alabama
330,"Millbrook, Alabama",AL, Alabama
332,"Millport, Alabama",AL, Alabama
333,"Millry, Alabama",AL, Alabama
335,"Mobile, Alabama",AL, Alabama
336,"Monroeville, Alabama",AL, Alabama
337,"Montevallo, Alabama",AL, Alabama
338,"Montgomery, Alabama",AL, Alabama
339,"Moody, Alabama",AL, Alabama
341,"Mooresville, Alabama",AL, Alabama
342,"Morris, Alabama",AL, Alabama
345,"Moulton, Alabama",AL, Alabama
346,"Moundville, Alabama",AL, Alabama
348,"Mount Vernon, Alabama",AL, Alabama
350,"Mulga, Alabama",AL, Alabama
351,"Munford, Alabama",AL, Alabama
352,"Muscle Shoals, Alabama",AL, Alabama
353,"Myrtlewood, Alabama",AL, Alabama
357,"Natural Bridge, Alabama",AL, Alabama
358,"Nauvoo, Alabama",AL, Alabama
360,"Needham, Alabama",AL, Alabama
361,"Newbern, Alabama",AL, Alabama
362,"New Brockton, Alabama",AL, Alabama
363,"New Hope, Alabama",AL, Alabama
366,"Newton, Alabama",AL, Alabama
367,"Newville, Alabama",AL, Alabama
370,"Northport, Alabama",AL, Alabama
371,"Notasulga, Alabama",AL, Alabama
373,"Oak Hill, Alabama",AL, Alabama
374,"Oakman, Alabama",AL, Alabama
375,"Odenville, Alabama",AL, Alabama
376,"Ohatchee, Alabama",AL, Alabama
377,"Oneonta, Alabama",AL, Alabama
379,"Opelika, Alabama",AL, Alabama
380,"Opp, Alabama",AL, Alabama
381,"Orange Beach, Alabama",AL, Alabama
382,"Orrville, Alabama",AL, Alabama
384,"Owens Cross Roads, Alabama",AL, Alabama
386,"Ozark, Alabama",AL, Alabama
387,"Paint Rock, Alabama",AL, Alabama
389,"Parrish, Alabama",AL, Alabama
390,"Pelham, Alabama",AL, Alabama
391,"Pell, Alabama",AL, Alabama
392,"Pennington, Alabama",AL, Alabama
397,"Petrey, Alabama",AL, Alabama
398,"Phenix, Alabama",AL, Alabama
399,"Phil Campbell, Alabama",AL, Alabama
401,"Piedmont, Alabama",AL, Alabama
402,"Pike Road, Alabama",AL, Alabama
403,"Pinckard, Alabama",AL, Alabama
404,"Pine Apple, Alabama",AL, Alabama
405,"Pine Hill, Alabama",AL, Alabama
408,"Pinson, Alabama",AL, Alabama
409,"Pisgah, Alabama",AL, Alabama
410,"Pleasant Grove, Alabama",AL, Alabama
415,"Prattville, Alabama",AL, Alabama
420,"Ragland, Alabama",AL, Alabama
421,"Rainbow, Alabama",AL, Alabama
422,"Rainsville, Alabama",AL, Alabama
423,"Ranburne, Alabama",AL, Alabama
425,"Red Bay, Alabama",AL, Alabama
427,"Red Level, Alabama",AL, Alabama
429,"Reform, Alabama",AL, Alabama
431,"Repton, Alabama",AL, Alabama
433,"River Falls, Alabama",AL, Alabama
434,"Riverside, Alabama",AL, Alabama
436,"Roanoke, Alabama",AL, Alabama
437,"Robertsdale, Alabama",AL, Alabama
438,"Rockford, Alabama",AL, Alabama
441,"Rogersville, Alabama",AL, Alabama
443,"Russellville, Alabama",AL, Alabama
444,"Rutledge, Alabama",AL, Alabama
446,"Samson, Alabama",AL, Alabama
449,"Saraland, Alabama",AL, Alabama
451,"Satsuma, Alabama",AL, Alabama
452,"Scottsboro, Alabama",AL, Alabama
453,"Section, Alabama",AL, Alabama
454,"Selma, Alabama",AL, Alabama
455,"Semmes, Alabama",AL, Alabama
456,"Sheffield, Alabama",AL, Alabama
459,"Shorter, Alabama",AL, Alabama
460,"Silas, Alabama",AL, Alabama
461,"Silverhill, Alabama",AL, Alabama
463,"Sipsey, Alabama",AL, Alabama
465,"Slocomb, Alabama",AL, Alabama
469,"Somerville, Alabama",AL, Alabama
472,"Spanish Fort, Alabama",AL, Alabama
474,"Springville, Alabama",AL, Alabama
478,"Steele, Alabama",AL, Alabama
480,"Stevenson, Alabama",AL, Alabama
483,"Sulligent, Alabama",AL, Alabama
484,"Sumiton, Alabama",AL, Alabama
485,"Summerdale, Alabama",AL, Alabama
487,"Sweet Water, Alabama",AL, Alabama
488,"Sylacauga, Alabama",AL, Alabama
489,"Sylvania, Alabama",AL, Alabama
491,"Talladega, Alabama",AL, Alabama
493,"Tallassee, Alabama",AL, Alabama
497,"Thomaston, Alabama",AL, Alabama
498,"Thomasville, Alabama",AL, Alabama
499,"Thorsby, Alabama",AL, Alabama
502,"Creek, Alabama",AL, Alabama
503,"Toxey, Alabama",AL, Alabama
504,"Trafford, Alabama",AL, Alabama
506,"Trinity, Alabama",AL, Alabama
507,"Troy, Alabama",AL, Alabama
508,"Trussville, Alabama",AL, Alabama
509,"Tuscaloosa, Alabama",AL, Alabama
510,"Tuscumbia, Alabama",AL, Alabama
511,"Tuskegee, Alabama",AL, Alabama
513,"Union, Alabama",AL, Alabama
514,"Union Grove, Alabama",AL, Alabama
515,"Union Springs, Alabama",AL, Alabama
516,"Union, Alabama",AL, Alabama
518,"Valley, Alabama",AL, Alabama
520,"Valley Head, Alabama",AL, Alabama
521,"Vance, Alabama",AL, Alabama
523,"Vernon, Alabama",AL, Alabama
525,"Vina, Alabama",AL, Alabama
526,"Vincent, Alabama",AL, Alabama
528,"Vredenburgh, Alabama",AL, Alabama
529,"Wadley, Alabama",AL, Alabama
531,"Walnut Grove, Alabama",AL, Alabama
532,"Warrior, Alabama",AL, Alabama
533,"Waterloo, Alabama",AL, Alabama
534,"Waverly, Alabama",AL, Alabama
535,"Weaver, Alabama",AL, Alabama
536,"Webb, Alabama",AL, Alabama
537,"Wedowee, Alabama",AL, Alabama
539,"West Blocton, Alabama",AL, Alabama
541,"Westover, Alabama",AL, Alabama
543,"Wetumpka, Alabama",AL, Alabama
548,"Wilsonville, Alabama",AL, Alabama
549,"Wilton, Alabama",AL, Alabama
550,"Winfield, Alabama",AL, Alabama
551,"Woodland, Alabama",AL, Alabama
552,"Woodstock, Alabama",AL, Alabama
553,"Woodville, Alabama",AL, Alabama
555,"York, Alabama",AL, Alabama
556,"Adak, Alaska",AK, Alaska
559,"Akiak, Alaska",AK, Alaska
560,"Akutan, Alaska",AK, Alaska
561,"Alakanuk, Alaska",AK, Alaska
563,"Aleknagik, Alaska",AK, Alaska
564,"Allakaket, Alaska",AK, Alaska
565,"Ambler, Alaska",AK, Alaska
566,"Anaktuvuk Pass, Alaska",AK, Alaska
568,"Anderson, Alaska",AK, Alaska
569,"Angoon, Alaska",AK, Alaska
570,"Aniak, Alaska",AK, Alaska
571,"Anvik, Alaska",AK, Alaska
573,"Atka, Alaska",AK, Alaska
575,"Atqasuk, Alaska",AK, Alaska
576,"Barrow, Alaska",AK, Alaska
579,"Bethel, Alaska",AK, Alaska
580,"Bettles, Alaska",AK, Alaska
582,"Brevig Mission, Alaska",AK, Alaska
583,"Buckland, Alaska",AK, Alaska
589,"Chefornak, Alaska",AK, Alaska
590,"Chevak, Alaska",AK, Alaska
593,"Chignik, Alaska",AK, Alaska
601,"Clark's Point, Alaska",AK, Alaska
602,"Coffman Cove, Alaska",AK, Alaska
604,"Cold Bay, Alaska",AK, Alaska
609,"Cordova, Alaska",AK, Alaska
610,"Craig, Alaska",AK, Alaska
612,"Deering, Alaska",AK, Alaska
613,"Delta Junction, Alaska",AK, Alaska
615,"Dillingham, Alaska",AK, Alaska
618,"Eagle, Alaska",AK, Alaska
621,"Eek, Alaska",AK, Alaska
622,"Egegik, Alaska",AK, Alaska
623,"Ekwok, Alaska",AK, Alaska
625,"Elim, Alaska",AK, Alaska
626,"Emmonak, Alaska",AK, Alaska
630,"Fairbanks, Alaska",AK, Alaska
631,"False Pass, Alaska",AK, Alaska
633,"Fort Yukon, Alaska",AK, Alaska
636,"Galena, Alaska",AK, Alaska
637,"Gambell, Alaska",AK, Alaska
640,"Goodnews Bay, Alaska",AK, Alaska
641,"Grayling, Alaska",AK, Alaska
643,"Gustavus, Alaska",AK, Alaska
648,"Holy Cross, Alaska",AK, Alaska
649,"Homer, Alaska",AK, Alaska
650,"Hoonah, Alaska",AK, Alaska
651,"Hooper Bay, Alaska",AK, Alaska
653,"Houston, Alaska",AK, Alaska
654,"Hughes, Alaska",AK, Alaska
655,"Huslia, Alaska",AK, Alaska
656,"Hydaburg, Alaska",AK, Alaska
662,"Kake, Alaska",AK, Alaska
663,"Kaktovik, Alaska",AK, Alaska
665,"Kaltag, Alaska",AK, Alaska
670,"Kenai, Alaska",AK, Alaska
672,"Ketchikan, Alaska",AK, Alaska
673,"Kiana, Alaska",AK, Alaska
674,"King Cove, Alaska",AK, Alaska
677,"Kivalina, Alaska",AK, Alaska
678,"Klawock, Alaska",AK, Alaska
680,"Kobuk, Alaska",AK, Alaska
681,"Kodiak, Alaska",AK, Alaska
685,"Kotlik, Alaska",AK, Alaska
686,"Kotzebue, Alaska",AK, Alaska
687,"Koyuk, Alaska",AK, Alaska
688,"Koyukuk, Alaska",AK, Alaska
689,"Kwethluk, Alaska",AK, Alaska
692,"Larsen Bay, Alaska",AK, Alaska
697,"Lower Kalskag, Alaska",AK, Alaska
701,"Manokotak, Alaska",AK, Alaska
702,"Marshall, Alaska",AK, Alaska
703,"Mekoryuk, Alaska",AK, Alaska
709,"Mountain Village, Alaska",AK, Alaska
712,"Napakiak, Alaska",AK, Alaska
715,"Nenana, Alaska",AK, Alaska
717,"New Stuyahok, Alaska",AK, Alaska
719,"Nightmute, Alaska",AK, Alaska
720,"Nikolai, Alaska",AK, Alaska
724,"Nome, Alaska",AK, Alaska
725,"Nondalton, Alaska",AK, Alaska
726,"Noorvik, Alaska",AK, Alaska
727,"North Pole, Alaska",AK, Alaska
729,"Nuiqsut, Alaska",AK, Alaska
730,"Nulato, Alaska",AK, Alaska
732,"Nunapitchuk, Alaska",AK, Alaska
733,"Old Harbor, Alaska",AK, Alaska
735,"Ouzinkie, Alaska",AK, Alaska
736,"Palmer, Alaska",AK, Alaska
739,"Pelican, Alaska",AK, Alaska
743,"Pilot Point, Alaska",AK, Alaska
744,"Pilot Station, Alaska",AK, Alaska
746,"Platinum, Alaska",AK, Alaska
748,"Point Hope, Alaska",AK, Alaska
752,"Port Heiden, Alaska",AK, Alaska
753,"Port Lions, Alaska",AK, Alaska
755,"Quinhagak, Alaska",AK, Alaska
759,"Ruby, Alaska",AK, Alaska
760,"Russian Mission, Alaska",AK, Alaska
761,"Sand Point, Alaska",AK, Alaska
762,"Savoonga, Alaska",AK, Alaska
764,"Scammon Bay, Alaska",AK, Alaska
765,"Selawik, Alaska",AK, Alaska
766,"Seldovia, Alaska",AK, Alaska
767,"Seward, Alaska",AK, Alaska
768,"Shageluk, Alaska",AK, Alaska
769,"Shaktoolik, Alaska",AK, Alaska
770,"Shishmaref, Alaska",AK, Alaska
771,"Shungnak, Alaska",AK, Alaska
776,"Soldotna, Alaska",AK, Alaska
778,"Stebbins, Alaska",AK, Alaska
786,"Tanana, Alaska",AK, Alaska
788,"Teller, Alaska",AK, Alaska
789,"Tenakee Springs, Alaska",AK, Alaska
791,"Thorne Bay, Alaska",AK, Alaska
792,"Togiak, Alaska",AK, Alaska
794,"Toksook Bay, Alaska",AK, Alaska
802,"Unalakleet, Alaska",AK, Alaska
803,"Unalaska, Alaska",AK, Alaska
805,"Valdez, Alaska",AK, Alaska
807,"Wainwright, Alaska",AK, Alaska
808,"Wales, Alaska",AK, Alaska
809,"Wasilla, Alaska",AK, Alaska
810,"White Mountain, Alaska",AK, Alaska
811,"Whittier, Alaska",AK, Alaska
827,"Apache Junction, Arizona",AZ, Arizona
834,"Avondale, Arizona",AZ, Arizona
838,"Benson, Arizona",AZ, Arizona
840,"Bisbee, Arizona",AZ, Arizona
848,"Buckeye, Arizona",AZ, Arizona
849,"Bullhead, Arizona",AZ, Arizona
853,"Camp Verde, Arizona",AZ, Arizona
856,"Carefree, Arizona",AZ, Arizona
859,"Casa Grande, Arizona",AZ, Arizona
863,"Cave Creek, Arizona",AZ, Arizona
867,"Chandler, Arizona",AZ, Arizona
872,"Chino Valley, Arizona",AZ, Arizona
880,"Clarkdale, Arizona",AZ, Arizona
883,"Clifton, Arizona",AZ, Arizona
884,"Colorado, Arizona",AZ, Arizona
888,"Coolidge, Arizona",AZ, Arizona
894,"Cottonwood, Arizona",AZ, Arizona
904,"Douglas, Arizona",AZ, Arizona
907,"Duncan, Arizona",AZ, Arizona
908,"Eagar, Arizona",AZ, Arizona
913,"El Mirage, Arizona",AZ, Arizona
914,"Eloy, Arizona",AZ, Arizona
915,"Flagstaff, Arizona",AZ, Arizona
916,"Florence, Arizona",AZ, Arizona
922,"Fountain Hills, Arizona",AZ, Arizona
924,"Fredonia, Arizona",AZ, Arizona
927,"Gila Bend, Arizona",AZ, Arizona
929,"Gilbert, Arizona",AZ, Arizona
931,"Glendale, Arizona",AZ, Arizona
932,"Globe, Arizona",AZ, Arizona
936,"Goodyear, Arizona",AZ, Arizona
944,"Hayden, Arizona",AZ, Arizona
945,"Holbrook, Arizona",AZ, Arizona
947,"Huachuca, Arizona",AZ, Arizona
951,"Jerome, Arizona",AZ, Arizona
960,"Kearny, Arizona",AZ, Arizona
961,"Kingman, Arizona",AZ, Arizona
968,"Lake Havasu, Arizona",AZ, Arizona
974,"Litchfield Park, Arizona",AZ, Arizona
983,"Mammoth, Arizona",AZ, Arizona
985,"Marana, Arizona",AZ, Arizona
986,"Maricopa, Arizona",AZ, Arizona
990,"Mesa, Arizona",AZ, Arizona
992,"Miami, Arizona",AZ, Arizona
1004,"Nogales, Arizona",AZ, Arizona
1010,"Page, Arizona",AZ, Arizona
1012,"Paradise Valley, Arizona",AZ, Arizona
1013,"Parker, Arizona",AZ, Arizona
1016,"Patagonia, Arizona",AZ, Arizona
1018,"Payson, Arizona",AZ, Arizona
1021,"Peoria, Arizona",AZ, Arizona
1023,"Phoenix, Arizona",AZ, Arizona
1026,"Pima, Arizona",AZ, Arizona
1034,"Prescott, Arizona",AZ, Arizona
1035,"Prescott Valley, Arizona",AZ, Arizona
1036,"Quartzsite, Arizona",AZ, Arizona
1037,"Queen Creek, Arizona",AZ, Arizona
1050,"Safford, Arizona",AZ, Arizona
1051,"Sahuarita, Arizona",AZ, Arizona
1056,"San Luis, Arizona",AZ, Arizona
1063,"Scottsdale, Arizona",AZ, Arizona
1066,"Sedona, Arizona",AZ, Arizona
1072,"Show Low, Arizona",AZ, Arizona
1073,"Sierra Vista, Arizona",AZ, Arizona
1075,"Snowflake, Arizona",AZ, Arizona
1077,"Somerton, Arizona",AZ, Arizona
1081,"Springerville, Arizona",AZ, Arizona
1095,"Superior, Arizona",AZ, Arizona
1096,"Surprise, Arizona",AZ, Arizona
1101,"Taylor, Arizona",AZ, Arizona
1104,"Tempe, Arizona",AZ, Arizona
1105,"Thatcher, Arizona",AZ, Arizona
1109,"Tolleson, Arizona",AZ, Arizona
1110,"Tombstone, Arizona",AZ, Arizona
1123,"Tucson, Arizona",AZ, Arizona
1137,"Wellton, Arizona",AZ, Arizona
1143,"Wickenburg, Arizona",AZ, Arizona
1147,"Willcox, Arizona",AZ, Arizona
1148,"Williams, Arizona",AZ, Arizona
1153,"Winkelman, Arizona",AZ, Arizona
1154,"Winslow, Arizona",AZ, Arizona
1161,"Young, Arizona",AZ, Arizona
1163,"Yuma, Arizona",AZ, Arizona
1164,"Adona, Arkansas",AR, Arkansas
1165,"Alexander, Arkansas",AR, Arkansas
1166,"Alicia, Arkansas",AR, Arkansas
1168,"Alma, Arkansas",AR, Arkansas
1169,"Almyra, Arkansas",AR, Arkansas
1170,"Alpena, Arkansas",AR, Arkansas
1171,"Altheimer, Arkansas",AR, Arkansas
1172,"Altus, Arkansas",AR, Arkansas
1173,"Amagon, Arkansas",AR, Arkansas
1174,"Amity, Arkansas",AR, Arkansas
1176,"Antoine, Arkansas",AR, Arkansas
1177,"Arkadelphia, Arkansas",AR, Arkansas
1178,"Arkansas, Arkansas",AR, Arkansas
1179,"Ashdown, Arkansas",AR, Arkansas
1180,"Ash Flat, Arkansas",AR, Arkansas
1181,"Atkins, Arkansas",AR, Arkansas
1182,"Aubrey, Arkansas",AR, Arkansas
1183,"Augusta, Arkansas",AR, Arkansas
1184,"Austin, Arkansas",AR, Arkansas
1186,"Avoca, Arkansas",AR, Arkansas
1187,"Bald Knob, Arkansas",AR, Arkansas
1188,"Banks, Arkansas",AR, Arkansas
1189,"Barling, Arkansas",AR, Arkansas
1190,"Bassett, Arkansas",AR, Arkansas
1191,"Batesville, Arkansas",AR, Arkansas
1192,"Bauxite, Arkansas",AR, Arkansas
1193,"Bay, Arkansas",AR, Arkansas
1194,"Bearden, Arkansas",AR, Arkansas
1195,"Beaver, Arkansas",AR, Arkansas
1196,"Beebe, Arkansas",AR, Arkansas
1197,"Beedeville, Arkansas",AR, Arkansas
1198,"Bella Vista, Arkansas",AR, Arkansas
1200,"Belleville, Arkansas",AR, Arkansas
1201,"Ben Lomond, Arkansas",AR, Arkansas
1202,"Benton, Arkansas",AR, Arkansas
1203,"Bentonville, Arkansas",AR, Arkansas
1204,"Bergman, Arkansas",AR, Arkansas
1205,"Berryville, Arkansas",AR, Arkansas
1207,"Bigelow, Arkansas",AR, Arkansas
1208,"Big Flat, Arkansas",AR, Arkansas
1209,"Biggers, Arkansas",AR, Arkansas
1211,"Black Oak, Arkansas",AR, Arkansas
1212,"Black Rock, Arkansas",AR, Arkansas
1214,"Blevins, Arkansas",AR, Arkansas
1216,"Blue Mountain, Arkansas",AR, Arkansas
1217,"Bluff, Arkansas",AR, Arkansas
1218,"Blytheville, Arkansas",AR, Arkansas
1221,"Bono, Arkansas",AR, Arkansas
1222,"Booneville, Arkansas",AR, Arkansas
1223,"Bradford, Arkansas",AR, Arkansas
1224,"Bradley, Arkansas",AR, Arkansas
1225,"Branch, Arkansas",AR, Arkansas
1227,"Brinkley, Arkansas",AR, Arkansas
1228,"Brookland, Arkansas",AR, Arkansas
1229,"Bryant, Arkansas",AR, Arkansas
1230,"Buckner, Arkansas",AR, Arkansas
1231,"Bull Shoals, Arkansas",AR, Arkansas
1232,"Burdette, Arkansas",AR, Arkansas
1233,"Cabot, Arkansas",AR, Arkansas
1235,"Caldwell, Arkansas",AR, Arkansas
1236,"Cale, Arkansas",AR, Arkansas
1237,"Calico Rock, Arkansas",AR, Arkansas
1238,"Calion, Arkansas",AR, Arkansas
