,id,Geography,stateAbbr,stateFullName,lat,lng,avgmaxtmp,avgmintmp,avgtmp,precipitation
19,22,"Ashville city, Alabama",AL, Alabama,33.8370433,-86.2544223,90.0,32.63636364,62.09090909,2.354545455
20,23,"Athens city, Alabama",AL, Alabama,34.8028661,-86.97167409999999,90.54545455,32.72727273,62.72727273,3.263636364
21,24,"Atmore city, Alabama",AL, Alabama,31.0237921,-87.4938708,92.09090909,40.54545455,69.0,3.454545455
22,25,"Attalla city, Alabama",AL, Alabama,34.021763899999996,-86.08858520000004,90.0,32.63636364,62.09090909,2.354545455
23,26,"Auburn city, Alabama",AL, Alabama,32.6098566,-85.48078249999998,90.45454545,39.0,65.27272727,3.272727273
24,27,"Autaugaville town, Alabama",AL, Alabama,32.434024900000004,-86.6547019,92.18181818,39.90909091,68.45454545,4.409090909
25,31,"Baileyton town, Alabama",AL, Alabama,34.2623179,-86.61277120000004,88.45454545,32.54545455,61.63636364,0.063636364
26,34,"Banks town, Alabama",AL, Alabama,31.81515850000001,-85.84300340000001,89.90909091,39.81818182,66.90909091,1.027272727
27,35,"Bay Minette city, Alabama",AL, Alabama,30.8829628,-87.77304740000002,92.09090909,40.54545455,69.0,3.454545455
28,36,"Bayou La Batre city, Alabama",AL, Alabama,30.403515999999996,-88.248522,91.18181818,39.90909091,68.18181818,3.9090909089999997
29,37,"Bear Creek town, Alabama",AL, Alabama,34.2748197,-87.7005833,91.09090909,33.36363636,63.45454545,3.736363636
30,38,"Beatrice town, Alabama",AL, Alabama,31.733488800000003,-87.2047083,92.90909091,36.45454545,66.45454545,4.009090909
31,39,"Beaverton town, Alabama",AL, Alabama,33.9312162,-88.0203075,90.36363636,35.72727273,65.27272727,4.072727273
32,41,"Belk town, Alabama",AL, Alabama,33.647611,-87.9314109,90.36363636,35.72727273,65.27272727,4.072727273
33,44,"Berry town, Alabama",AL, Alabama,33.65983320000001,-87.6000098,92.72727273,35.27272727,65.45454545,3.554545455
34,45,"Bessemer city, Alabama",AL, Alabama,33.4017766,-86.954437,90.72727273,35.54545455,65.27272727,4.427272727
35,46,"Billingsley town, Alabama",AL, Alabama,32.659575,-86.717761,92.18181818,39.90909091,68.45454545,4.409090909
36,47,"Birmingham city, Alabama",AL, Alabama,33.5206608,-86.80249,90.72727273,35.54545455,65.27272727,4.427272727
37,48,"Black town, Alabama",AL, Alabama,31.0093468,-85.7443772,91.36363636,39.63636364,67.27272727,4.5
38,49,"Blountsville town, Alabama",AL, Alabama,34.081486299999995,-86.5911027,88.45454545,32.54545455,61.63636364,0.063636364
39,52,"Boaz city, Alabama",AL, Alabama,34.2006503,-86.1663655,90.0,32.63636364,62.09090909,2.354545455
40,53,"Boligee town, Alabama",AL, Alabama,32.7559654,-88.0289072,92.72727273,35.27272727,65.45454545,3.554545455
41,54,"Bon Air town, Alabama",AL, Alabama,33.2637246,-86.3355323,90.45454545,38.0,64.63636364,4.154545455
42,57,"Brantley town, Alabama",AL, Alabama,31.5823832,-86.2571786,92.18181818,41.45454545,70.09090909,3.345454545
43,59,"Brent city, Alabama",AL, Alabama,32.9373463,-87.1647184,90.45454545,38.0,64.63636364,4.154545455
44,60,"Brewton city, Alabama",AL, Alabama,31.105177899999997,-87.0721918,92.90909091,36.45454545,66.45454545,4.009090909
45,61,"Bridgeport city, Alabama",AL, Alabama,34.9475807,-85.7144155,90.09090909,34.45454545,62.54545455,3.872727273
46,63,"Brilliant town, Alabama",AL, Alabama,34.0253797,-87.75835740000002,90.36363636,35.72727273,65.27272727,4.072727273
47,65,"Brookside town, Alabama",AL, Alabama,33.6378825,-86.91666120000002,90.72727273,35.54545455,65.27272727,4.427272727
48,66,"Brookwood town, Alabama",AL, Alabama,33.255671899999996,-87.32083359999999,92.72727273,35.27272727,65.45454545,3.554545455
49,67,"Brundidge city, Alabama",AL, Alabama,31.7201615,-85.8160567,89.90909091,39.81818182,66.90909091,1.027272727
50,69,"Butler town, Alabama",AL, Alabama,32.089590799999996,-88.2219652,94.18181818,35.36363636,65.54545455,4.118181818
51,70,"Calera city, Alabama",AL, Alabama,33.1028965,-86.7535975,90.45454545,38.0,64.63636364,4.154545455
52,72,"Camden city, Alabama",AL, Alabama,31.9909813,-87.29054559999999,90.81818182,39.45454545,66.54545455,2.1818181819999998
53,73,"Camp Hill town, Alabama",AL, Alabama,32.8004059,-85.6535659,90.45454545,39.0,65.27272727,3.272727273
54,74,"Carbon Hill city, Alabama",AL, Alabama,33.8917742,-87.52612359999998,92.72727273,35.27272727,65.45454545,3.554545455
55,75,"Cardiff town, Alabama",AL, Alabama,33.6456604,-86.9336061,90.72727273,35.54545455,65.27272727,4.427272727
56,78,"Carrollton town, Alabama",AL, Alabama,33.26178710000001,-88.09502629999999,92.72727273,35.27272727,65.45454545,3.554545455
57,79,"Castleberry town, Alabama",AL, Alabama,31.2990599,-87.02247209999999,92.90909091,36.45454545,66.45454545,4.009090909
58,81,"Cedar Bluff town, Alabama",AL, Alabama,34.220094200000005,-85.6077402,90.0,32.63636364,62.09090909,2.354545455
59,83,"Centre city, Alabama",AL, Alabama,34.1520406,-85.6788531,90.0,32.63636364,62.09090909,2.354545455
60,84,"Centreville city, Alabama",AL, Alabama,32.9445682,-87.1386067,90.45454545,38.0,64.63636364,4.154545455
61,85,"Chatom town, Alabama",AL, Alabama,31.4651653,-88.25445570000002,91.72727273,41.18181818,68.18181818,5.254545455
62,86,"Chelsea city, Alabama",AL, Alabama,33.3401108,-86.6302625,90.45454545,38.0,64.63636364,4.154545455
63,87,"Cherokee town, Alabama",AL, Alabama,34.7570342,-87.9728143,91.09090909,33.36363636,63.45454545,3.736363636
64,89,"Childersburg city, Alabama",AL, Alabama,33.2781686,-86.35497740000002,90.45454545,38.0,64.63636364,4.154545455
65,92,"Citronelle city, Alabama",AL, Alabama,31.0907338,-88.2280622,91.72727273,41.18181818,68.18181818,5.254545455
66,93,"Clanton city, Alabama",AL, Alabama,32.8387371,-86.6294262,90.45454545,38.0,64.63636364,4.154545455
67,94,"Clay city, Alabama",AL, Alabama,33.7026013,-86.5997096,90.72727273,35.54545455,65.27272727,4.427272727
68,96,"Clayton town, Alabama",AL, Alabama,31.8782162,-85.4496627,89.63636364,39.45454545,66.36363636,0.709090909
69,97,"Cleveland town, Alabama",AL, Alabama,33.990931599999996,-86.5774905,88.45454545,32.54545455,61.63636364,0.063636364
70,98,"Clio city, Alabama",AL, Alabama,31.70877530000001,-85.61049720000003,89.90909091,39.81818182,66.90909091,1.027272727
71,99,"Coaling town, Alabama",AL, Alabama,33.1590078,-87.340834,92.72727273,35.27272727,65.45454545,3.554545455
72,100,"Coffee Springs town, Alabama",AL, Alabama,31.164619300000002,-85.9093821,91.36363636,39.63636364,67.27272727,4.5
73,101,"Coffeeville town, Alabama",AL, Alabama,31.7579353,-88.0897308,94.18181818,35.36363636,65.54545455,4.118181818
74,102,"Coker town, Alabama",AL, Alabama,33.2459512,-87.6877882,92.72727273,35.27272727,65.45454545,3.554545455
75,103,"Collinsville town, Alabama",AL, Alabama,34.2639821,-85.86052509999998,90.0,32.63636364,62.09090909,2.354545455
76,105,"Columbia town, Alabama",AL, Alabama,31.2926762,-85.11159649999998,92.81818182,41.45454545,68.18181818,4.0
77,106,"Columbiana city, Alabama",AL, Alabama,33.1781718,-86.6072054,90.45454545,38.0,64.63636364,4.154545455
78,108,"Coosada town, Alabama",AL, Alabama,32.4979127,-86.3313602,92.18181818,39.90909091,68.45454545,4.409090909
79,109,"Cordova city, Alabama",AL, Alabama,33.759829100000005,-87.1833349,90.72727273,35.54545455,65.27272727,4.427272727
80,111,"Cottonwood town, Alabama",AL, Alabama,31.048793300000003,-85.30493259999999,92.45454545,40.81818182,68.54545455,2.409090909
81,113,"Courtland town, Alabama",AL, Alabama,34.6689794,-87.30946490000002,91.09090909,33.36363636,63.45454545,3.736363636
82,114,"Cowarts town, Alabama",AL, Alabama,31.2001772,-85.30465490000002,92.81818182,41.45454545,68.18181818,4.0
83,115,"Creola city, Alabama",AL, Alabama,30.891850899999998,-88.0397213,91.72727273,41.18181818,68.18181818,5.254545455
84,116,"Crossville town, Alabama",AL, Alabama,33.7439976,-88.0022479,90.36363636,35.72727273,65.27272727,4.072727273
85,117,"Cuba town, Alabama",AL, Alabama,32.4281952,-88.37642109999999,94.18181818,35.36363636,65.54545455,4.118181818
86,118,"Cullman city, Alabama",AL, Alabama,34.1748208,-86.84361240000001,88.45454545,32.54545455,61.63636364,0.063636364
87,120,"Cusseta town, Alabama",AL, Alabama,32.7848521,-85.30577790000002,90.45454545,39.0,65.27272727,3.272727273
88,121,"Dadeville city, Alabama",AL, Alabama,32.831238,-85.7635692,90.45454545,39.0,65.27272727,3.272727273
89,122,"Daleville city, Alabama",AL, Alabama,31.310171899999997,-85.7129908,91.36363636,39.63636364,67.27272727,4.5
90,123,"Daphne city, Alabama",AL, Alabama,30.6035255,-87.9036047,86.81818182,41.27272727,68.09090909,0.4
91,124,"Dauphin Island town, Alabama",AL, Alabama,30.255481099999997,-88.10972170000002,86.81818182,41.27272727,68.09090909,0.4
92,125,"Daviston town, Alabama",AL, Alabama,33.0528992,-85.6396783,90.45454545,39.0,65.27272727,3.272727273
93,127,"Deatsville town, Alabama",AL, Alabama,32.6081874,-86.39580720000002,92.18181818,39.90909091,68.45454545,4.409090909
94,128,"Decatur city, Alabama",AL, Alabama,34.6059254,-86.9833417,90.54545455,32.72727273,62.72727273,3.263636364
95,131,"Demopolis city, Alabama",AL, Alabama,32.517636100000004,-87.836402,92.72727273,35.27272727,65.45454545,3.554545455
96,132,"Detroit town, Alabama",AL, Alabama,34.028160799999995,-88.1700368,90.36363636,35.72727273,65.27272727,4.072727273
97,134,"Dora city, Alabama",AL, Alabama,33.728716999999996,-87.0902772,90.72727273,35.54545455,65.27272727,4.427272727
98,135,"Dothan city, Alabama",AL, Alabama,31.223231300000002,-85.39048890000002,92.81818182,41.45454545,68.18181818,4.0
99,136,"Double Springs town, Alabama",AL, Alabama,34.146491600000004,-87.40223859999998,88.45454545,32.54545455,61.63636364,0.063636364
100,137,"Douglas town, Alabama",AL, Alabama,34.1737065,-86.3235926,90.0,32.63636364,62.09090909,2.354545455
101,138,"Dozier town, Alabama",AL, Alabama,31.492108399999996,-86.3649582,92.18181818,41.45454545,70.09090909,3.345454545
102,140,"Dutton town, Alabama",AL, Alabama,34.610918299999994,-85.91691999999998,90.72727273,35.54545455,65.27272727,4.427272727
103,143,"Eclectic town, Alabama",AL, Alabama,32.6354093,-86.0344079,92.18181818,39.90909091,68.45454545,4.409090909
104,145,"Edwardsville town, Alabama",AL, Alabama,33.70732720000001,-85.5091235,90.45454545,33.81818182,63.90909091,3.736363636
105,147,"Elba city, Alabama",AL, Alabama,31.414610800000002,-86.0677243,90.72727273,35.54545455,65.27272727,4.427272727
106,148,"Elberta town, Alabama",AL, Alabama,30.41436460000001,-87.5977615,86.81818182,41.27272727,68.09090909,0.4
107,149,"Eldridge town, Alabama",AL, Alabama,33.922883500000005,-87.6172389,92.72727273,35.27272727,65.45454545,3.554545455
108,150,"Elkmont town, Alabama",AL, Alabama,34.92897429999999,-86.9738959,90.54545455,32.72727273,62.72727273,3.263636364
109,151,"Elmore town, Alabama",AL, Alabama,32.5387448,-86.3149712,92.18181818,39.90909091,68.45454545,4.409090909
110,152,"Emelle town, Alabama",AL, Alabama,32.7292998,-88.3144755,94.18181818,35.36363636,65.54545455,4.118181818
111,154,"Enterprise city, Alabama",AL, Alabama,31.315170799999997,-85.85521609999998,91.36363636,39.63636364,67.27272727,4.5
112,155,"Epes town, Alabama",AL, Alabama,32.6904114,-88.1261339,94.18181818,35.36363636,65.54545455,4.118181818
113,156,"Ethelsville town, Alabama",AL, Alabama,33.4156743,-88.21669920000002,90.36363636,35.72727273,65.27272727,4.072727273
114,157,"Eufaula city, Alabama",AL, Alabama,31.8912717,-85.1454876,89.63636364,39.45454545,66.36363636,0.709090909
115,159,"Eutaw town, Alabama",AL, Alabama,32.8406848,-87.88751450000002,92.72727273,35.27272727,65.45454545,3.554545455
116,160,"Eva town, Alabama",AL, Alabama,34.3323178,-86.758888,88.45454545,32.54545455,61.63636364,0.063636364
117,161,"Evergreen city, Alabama",AL, Alabama,31.433499400000002,-86.9569176,92.90909091,36.45454545,66.45454545,4.009090909
118,162,"Excel town, Alabama",AL, Alabama,31.42794330000001,-87.34137309999998,92.90909091,36.45454545,66.45454545,4.009090909
119,163,"Fairfield city, Alabama",AL, Alabama,33.4859402,-86.91193659999998,90.72727273,35.54545455,65.27272727,4.427272727
120,165,"Fairhope city, Alabama",AL, Alabama,30.522971899999998,-87.9033261,86.81818182,41.27272727,68.09090909,0.4
121,167,"Falkville town, Alabama",AL, Alabama,34.3684295,-86.90861600000002,88.45454545,32.54545455,61.63636364,0.063636364
122,168,"Faunsdale town, Alabama",AL, Alabama,32.4598585,-87.5938938,92.72727273,35.27272727,65.45454545,3.554545455
123,169,"Fayette city, Alabama",AL, Alabama,33.6845539,-87.8308522,90.36363636,35.72727273,65.27272727,4.072727273
124,172,"Five Points town, Alabama",AL, Alabama,33.0181788,-85.35022509999997,90.45454545,39.0,65.27272727,3.272727273
125,173,"Flomaton town, Alabama",AL, Alabama,31.000182000000002,-87.2608071,92.09090909,40.54545455,69.0,3.454545455
126,174,"Florala town, Alabama",AL, Alabama,31.00518,-86.3280018,90.54545455,40.63636364,68.54545455,2.427272727
127,175,"Florence city, Alabama",AL, Alabama,34.79981,-87.677251,91.09090909,33.36363636,63.45454545,3.736363636
128,176,"Foley city, Alabama",AL, Alabama,30.406586800000003,-87.68359740000002,86.81818182,41.27272727,68.09090909,0.4
129,178,"Forkland town, Alabama",AL, Alabama,32.6481893,-87.8833475,92.72727273,35.27272727,65.45454545,3.554545455
130,179,"Fort Deposit town, Alabama",AL, Alabama,31.9845929,-86.5785856,90.81818182,39.45454545,66.54545455,2.1818181819999998
131,180,"Fort Payne city, Alabama",AL, Alabama,34.4442547,-85.7196893,92.63636364,32.54545455,62.90909091,3.754545455
132,181,"Franklin town, Alabama",AL, Alabama,32.4784706,-85.80245620000002,90.45454545,39.0,65.27272727,3.272727273
133,183,"Frisco City town, Alabama",AL, Alabama,31.4334985,-87.401375,92.90909091,36.45454545,66.45454545,4.009090909
134,185,"Fruithurst town, Alabama",AL, Alabama,33.730938200000004,-85.43384420000002,90.45454545,33.81818182,63.90909091,3.736363636
135,186,"Fulton town, Alabama",AL, Alabama,31.7884881,-87.72722209999998,92.90909091,36.45454545,66.45454545,4.009090909
136,187,"Fultondale city, Alabama",AL, Alabama,33.6048261,-86.79388,90.72727273,35.54545455,65.27272727,4.427272727
137,188,"Fyffe town, Alabama",AL, Alabama,34.446754999999996,-85.9041396,90.0,32.63636364,62.09090909,2.354545455
138,189,"Gadsden city, Alabama",AL, Alabama,34.014264000000004,-86.00663859999996,90.0,32.63636364,62.09090909,2.354545455
139,190,"Gainesville town, Alabama",AL, Alabama,32.820964000000004,-88.158914,94.18181818,35.36363636,65.54545455,4.118181818
140,192,"Gantt town, Alabama",AL, Alabama,31.4068339,-86.4841273,92.18181818,41.45454545,70.09090909,3.345454545
141,193,"Garden City town, Alabama",AL, Alabama,30.431050199999998,-88.140508,88.45454545,32.54545455,61.63636364,0.063636364
142,194,"Gardendale city, Alabama",AL, Alabama,33.6601033,-86.8127702,90.72727273,35.54545455,65.27272727,4.427272727
143,195,"Gaylesville town, Alabama",AL, Alabama,34.268426,-85.5569057,92.63636364,32.54545455,62.90909091,3.754545455
144,197,"Geneva city, Alabama",AL, Alabama,31.0329572,-85.86382420000002,91.36363636,39.63636364,67.27272727,4.5
145,198,"Georgiana town, Alabama",AL, Alabama,31.637102799999997,-86.7419175,90.81818182,39.45454545,66.54545455,2.1818181819999998
146,198,"Georgiana town, Alabama",AL, Alabama,31.637102799999997,-86.7419175,90.81818182,39.45454545,66.54545455,2.1818181819999998
147,199,"Geraldine town, Alabama",AL, Alabama,34.35147979999999,-86.0008078,90.0,32.63636364,62.09090909,2.354545455
148,200,"Glen Allen town, Alabama",AL, Alabama,33.915104299999996,-87.74168759999998,90.36363636,35.72727273,65.27272727,4.072727273
149,202,"Glenwood town, Alabama",AL, Alabama,31.664603200000002,-86.1713444,92.18181818,41.45454545,70.09090909,3.345454545
150,205,"Goodwater town, Alabama",AL, Alabama,33.065675,-86.05330129999999,90.72727273,35.54545455,65.27272727,4.427272727
151,206,"Gordo town, Alabama",AL, Alabama,33.3201178,-87.90279620000004,92.72727273,35.27272727,65.45454545,3.554545455
152,207,"Gordon town, Alabama",AL, Alabama,31.1412918,-85.09659649999998,92.45454545,40.81818182,68.54545455,2.409090909
153,209,"Goshen town, Alabama",AL, Alabama,31.722935200000002,-86.1182882,90.81818182,39.45454545,66.54545455,2.1818181819999998
154,212,"Grant town, Alabama",AL, Alabama,34.5286985,-86.2533163,88.45454545,32.54545455,61.63636364,0.063636364
155,213,"Graysville city, Alabama",AL, Alabama,33.62066110000001,-86.9713844,90.72727273,35.54545455,65.27272727,4.427272727
156,214,"Greensboro city, Alabama",AL, Alabama,32.7045753,-87.59583959999998,92.72727273,35.27272727,65.45454545,3.554545455
157,215,"Greenville city, Alabama",AL, Alabama,31.829597200000002,-86.6177517,90.81818182,39.45454545,66.54545455,2.1818181819999998
158,217,"Grove Hill town, Alabama",AL, Alabama,31.708768100000004,-87.77722179999998,92.90909091,36.45454545,66.45454545,4.009090909
159,218,"Guin city, Alabama",AL, Alabama,33.9656594,-87.9147494,90.36363636,35.72727273,65.27272727,4.072727273
160,220,"Gulf Shores city, Alabama",AL, Alabama,30.246036100000005,-87.70081929999998,86.81818182,41.27272727,68.09090909,0.4
161,221,"Guntersville city, Alabama",AL, Alabama,34.3581473,-86.29470409999998,90.0,32.63636364,62.09090909,2.354545455
162,222,"Gurley town, Alabama",AL, Alabama,34.701755799999994,-86.37582009999998,88.45454545,32.54545455,61.63636364,0.063636364
163,224,"Hackleburg town, Alabama",AL, Alabama,34.27732,-87.8286423,91.09090909,33.36363636,63.45454545,3.736363636
164,227,"Haleyville city, Alabama",AL, Alabama,34.226488,-87.62141329999999,91.09090909,33.36363636,63.45454545,3.736363636
165,228,"Hamilton city, Alabama",AL, Alabama,34.142323499999996,-87.98864379999998,90.36363636,35.72727273,65.27272727,4.072727273
166,230,"Hanceville city, Alabama",AL, Alabama,34.0606545,-86.767498,88.45454545,32.54545455,61.63636364,0.063636364
167,231,"Harpersville town, Alabama",AL, Alabama,33.3439995,-86.43803570000001,90.45454545,38.0,64.63636364,4.154545455
168,232,"Hartford city, Alabama",AL, Alabama,31.1023998,-85.6968778,91.36363636,39.63636364,67.27272727,4.5
169,233,"Hartselle city, Alabama",AL, Alabama,34.4434282,-86.93528420000001,88.45454545,32.54545455,61.63636364,0.063636364
170,236,"Hayden town, Alabama",AL, Alabama,33.8926003,-86.757773,90.72727273,35.54545455,65.27272727,4.427272727
171,237,"Hayneville town, Alabama",AL, Alabama,32.1840315,-86.5802533,93.0,36.90909091,66.72727273,3.927272727
172,239,"Headland city, Alabama",AL, Alabama,31.351284000000003,-85.3421559,92.81818182,41.45454545,68.18181818,4.0
173,241,"Heflin city, Alabama",AL, Alabama,33.6489948,-85.5874584,90.45454545,33.81818182,63.90909091,3.736363636
174,242,"Helena city, Alabama",AL, Alabama,33.296224,-86.84360040000001,90.45454545,38.0,64.63636364,4.154545455
175,243,"Henagar city, Alabama",AL, Alabama,34.635084,-85.7671936,90.72727273,35.54545455,65.27272727,4.427272727
176,245,"Hillsboro town, Alabama",AL, Alabama,34.639258,-87.1916834,90.54545455,32.72727273,62.72727273,3.263636364
177,249,"Hodges town, Alabama",AL, Alabama,34.3270425,-87.9264233,91.09090909,33.36363636,63.45454545,3.736363636
178,253,"Holly Pond town, Alabama",AL, Alabama,34.174263399999994,-86.616382,88.45454545,32.54545455,61.63636364,0.063636364
179,254,"Hollywood town, Alabama",AL, Alabama,34.72425,-85.9724787,90.72727273,35.54545455,65.27272727,4.427272727
180,261,"Huntsville city, Alabama",AL, Alabama,34.730368799999994,-86.5861037,90.54545455,32.72727273,62.72727273,3.263636364
181,262,"Hurtsboro town, Alabama",AL, Alabama,32.2418146,-85.4163327,91.54545455,34.90909091,64.81818182,4.381818182
182,264,"Ider town, Alabama",AL, Alabama,34.7142484,-85.68080309999998,90.09090909,34.45454545,62.54545455,3.872727273
183,268,"Jackson city, Alabama",AL, Alabama,31.5090521,-87.89444350000002,92.90909091,36.45454545,66.45454545,4.009090909
184,269,"Jacksons' Gap town, Alabama",AL, Alabama,32.8862364,-85.8116265,90.45454545,39.0,65.27272727,3.272727273
185,270,"Jacksonville city, Alabama",AL, Alabama,33.8137125,-85.76135359999998,90.45454545,33.81818182,63.90909091,3.736363636
186,271,"Jasper city, Alabama",AL, Alabama,33.8312185,-87.2775053,90.72727273,35.54545455,65.27272727,4.427272727
187,272,"Jemison city, Alabama",AL, Alabama,32.9598451,-86.7466522,90.45454545,38.0,64.63636364,4.154545455
188,274,"Kansas town, Alabama",AL, Alabama,33.9017737,-87.5519582,92.72727273,35.27272727,65.45454545,3.554545455
189,274,"Kansas town, Alabama",AL, Alabama,33.9017737,-87.5519582,92.72727273,35.27272727,65.45454545,3.554545455
190,275,"Kellyton town, Alabama",AL, Alabama,32.9798441,-86.033578,90.72727273,35.54545455,65.27272727,4.427272727
191,276,"Kennedy town, Alabama",AL, Alabama,33.5870574,-87.98446750000002,90.36363636,35.72727273,65.27272727,4.072727273
192,277,"Killen town, Alabama",AL, Alabama,34.862863700000005,-87.5375253,91.09090909,33.36363636,63.45454545,3.736363636
193,278,"Kimberly city, Alabama",AL, Alabama,33.7734352,-86.8138832,90.72727273,35.54545455,65.27272727,4.427272727
194,280,"Kinston town, Alabama",AL, Alabama,31.216004499999997,-86.17105790000002,92.18181818,41.45454545,70.09090909,3.345454545
195,284,"Lanett city, Alabama",AL, Alabama,32.8683642305,-85.20061857569999,90.45454545,39.0,65.27272727,3.272727273
196,285,"Langston town, Alabama",AL, Alabama,34.5389756,-86.0744234,90.72727273,35.54545455,65.27272727,4.427272727
197,286,"Leeds city, Alabama",AL, Alabama,33.5481597,-86.54442879999998,90.72727273,35.54545455,65.27272727,4.427272727
198,287,"Leesburg town, Alabama",AL, Alabama,34.1798177,-85.76135550000002,90.0,32.63636364,62.09090909,2.354545455
199,288,"Leighton town, Alabama",AL, Alabama,34.700922999999996,-87.52891509999998,91.09090909,33.36363636,63.45454545,3.736363636
200,290,"Lester town, Alabama",AL, Alabama,34.9906391,-87.1533469,90.54545455,32.72727273,62.72727273,3.263636364
201,292,"Lexington town, Alabama",AL, Alabama,34.9692501,-87.3711316,91.09090909,33.36363636,63.45454545,3.736363636
202,295,"Lincoln city, Alabama",AL, Alabama,33.6131588,-86.1183061,90.45454545,33.81818182,63.90909091,3.736363636
203,296,"Linden city, Alabama",AL, Alabama,32.3062535,-87.7980665,94.18181818,35.36363636,65.54545455,4.118181818
204,297,"Lineville city, Alabama",AL, Alabama,33.3106696,-85.7544051,90.45454545,33.81818182,63.90909091,3.736363636
205,299,"Lisman town, Alabama",AL, Alabama,32.1687554,-88.28252509999999,94.18181818,35.36363636,65.54545455,4.118181818
206,301,"Livingston city, Alabama",AL, Alabama,32.5843025,-88.1872475,94.18181818,35.36363636,65.54545455,4.118181818
207,302,"Loachapoka town, Alabama",AL, Alabama,32.604300800000004,-85.5932854,90.45454545,39.0,65.27272727,3.272727273
208,303,"Lockhart town, Alabama",AL, Alabama,31.0104576,-86.3496691,90.54545455,40.63636364,68.54545455,2.427272727
209,304,"Locust Fork town, Alabama",AL, Alabama,33.9075992,-86.6152685,90.72727273,35.54545455,65.27272727,4.427272727
210,305,"Louisville town, Alabama",AL, Alabama,31.7834963,-85.55577509999998,89.63636364,39.45454545,66.36363636,0.709090909
211,306,"Lowndesboro town, Alabama",AL, Alabama,32.2751399,-86.61136579999999,93.0,36.90909091,66.72727273,3.927272727
212,307,"Loxley town, Alabama",AL, Alabama,30.618247600000004,-87.7530454,86.81818182,41.27272727,68.09090909,0.4
213,308,"Luverne city, Alabama",AL, Alabama,31.716545500000002,-86.26384920000002,90.81818182,39.45454545,66.54545455,2.1818181819999998
214,309,"Lynn town, Alabama",AL, Alabama,34.04704829999999,-87.54974,88.45454545,32.54545455,61.63636364,0.063636364
215,314,"Madison city, Alabama",AL, Alabama,32.4237482,-86.22635629999998,92.18181818,39.90909091,68.45454545,4.409090909
216,316,"Magnolia Springs town, Alabama",AL, Alabama,30.3996424,-87.7761001,86.81818182,41.27272727,68.09090909,0.4
217,318,"Malvern town, Alabama",AL, Alabama,31.1393439,-85.51910050000002,92.81818182,41.45454545,68.18181818,4.0
218,319,"Maplesville town, Alabama",AL, Alabama,32.7884608,-86.87165490000002,90.45454545,38.0,64.63636364,4.154545455
219,321,"Margaret town, Alabama",AL, Alabama,33.6862124,-86.4749838,90.72727273,35.54545455,65.27272727,4.427272727
220,322,"Marion city, Alabama",AL, Alabama,32.6323536,-87.3191655,92.72727273,35.27272727,65.45454545,3.554545455
221,325,"Mentone town, Alabama",AL, Alabama,34.5795282,-85.5905204,92.63636364,32.54545455,62.90909091,3.754545455
